clean_name,C2_EAV_pct,burden_C2_neg10,burden_C2_nochange,burden_C2_plus10,burden_C2_plus20,burden_C2_plus30,burden_C2_plus40,C2_av,C2_eav_original,C2_DistrictRev,C2_current_nonTIF_EAV_post_exemps,C2_current_TIF_increment_EAV,C2_current_Exempt_EAV,C2_current_GHE,C2_Total_EAV,C2_exe_neg10,C2_exe_0,C2_exe_plus10,C2_exe_plus20,C2_exe_plus30,C2_exe_plus40,C2_PC_permuni,agency_num,MuniLevy,current_nonTIF_EAV_post_exemps,current_TIF_increment_EAV,current_Exempt_EAV,Total_EAV,cur_muni_comp_rate,tr_neg10,tr_nochange,tr_plus10,tr_plus20,tr_plus30,tr_plus40,tax_rate_current,taxrate_noexemps,taxrate_noTIFs,taxrate_noTIFs_orExemps,C2_neg10_taxableEAV,C2_nochange,C2_plus10_taxableEAV,C2_plus20_taxableEAV,C2_plus30_taxableEAV,C2_plus40_taxableEAV,burden_C2_noexemps
Markham,0.5522361161847648,0.5826690918223988,0.4855703902634766,0.35631969077745373,0.30464465482577724,0.27873670660117833,0.2682023414959993,31693972,95167437,15511749.71,58489391.15710249,48861.92780494375,36631109.96877336,28053708,95169363.05368079,0,31702184,52252090,59412637,62619282,63862143,5365,030730000,31939203.26,120455020.17815669,15224107.982530748,36651934.96767789,172331063.12836534,0.26515460470440283,0.21503720964801962,0.26515460470440283,0.3318819512468111,0.35864142292193835,0.37212407492067,0.37768112774937734,0.26515460470440283,0.2032959217518564,0.23540248004964903,0.18533630954396912,86543099.1571025,58489391.15710249,34291009.157102495,27130462.157102495,23923817.157102495,22680956.157102495,0.6054506055290818
Matteson,0.5480681368717923,0.525737519274735,0.47498897688962866,0.41229634677425425,0.33991695682099954,0.26209366951614016,0.20009220023381014,98214783,294909557,38853577.31,214411178.8360812,13349152.47912674,66907552.56252971,48313484,294667883.87773764,0,48534463,96473349,140693734,178559449,203452710,6378,030740000,82090659.27,451402430.93663013,19757237.82235822,66929552.561657675,538089221.320646,0.1818569277521774,0.16427136719617563,0.1818569277521774,0.20358142224777778,0.22866339991536253,0.25563342787884524,0.27712433699298245,0.1818569277521774,0.1583746746939284,0.17423108282214136,0.15255956822276204,262724662.83608118,214411178.83608118,166251313.83608118,122030928.83608118,84165213.83608118,59271952.83608118,0.542738515767357
Maywood,0.7698740848719005,0.7785607484287086,0.739609603542379,0.6814592720161582,0.5974439428903547,0.47263520734444153,0.33538258620447553,92470987,277662630,35374087.21,187506197.4321575,8654360.671411877,81519140.1240895,44629393,277679698.22765887,0,45729114,90931528,134191723,172999096,198843305,6561,030750000,47801940.05,253520501.26727912,25610154.095399976,81529140.12348846,360659795.48616755,0.1885525620652029,0.16032317212706332,0.1885525620652029,0.2306950289272588,0.2915851731203306,0.38204631613592316,0.4815511483052109,0.1885525620652029,0.14267121687275203,0.17125292092296396,0.13254025163953534,232135590.43215752,187506197.43215752,141204062.43215752,97943867.43215752,59136494.43215752,33292285.432157516,0.8029417266036807
Mc Cook,0.03317088013991375,0.04608798362971963,0.04175929820411037,0.037391148064024195,0.033001421452149,0.02880369192047139,0.02460488084408892,1832688,5503012,639987.36,4601246.3872312885,0,901765.9319570318,500000,5503012.31918832,0,500000,1000000,1497919,1969850,2437839,75,030760000,14222399.24,110184954.85104652,54812163.322225645,901765.9319570318,165898884.1052292,0.12907750662716652,0.12849442147886939,0.12907750662716652,0.12966590777481005,0.1302572153291373,0.13082266037903834,0.13138825111581484,0.12907750662716652,0.12802969733693004,0.0861978645291508,0.0857293243213063,5101246.3872312885,4601246.3872312885,4101246.3872312885,3603327.3872312885,3131396.3872312885,2663407.3872312885,0.049537985102088726
Melrose Park,0.3465470997126676,0.35236426037589413,0.32107658005297557,0.28370725859441237,0.24467741300193632,0.20327840155784577,0.16399526025412367,93050173,279401824,23344414.77,218370590.3326274,6888232.06797333,54142964.76904012,32861964,279401787.16964084,0,34308506,68348452,101661326,133428051,160661297,5186,030770000,79217249.88,680119958.5986549,71972854.26000743,54152064.76882411,806244877.6274863,0.11647540831358963,0.11110553621176751,0.11647540831358963,0.12288935183642684,0.12958823686773333,0.1366938909452953,0.14343682414582726,0.11647540831358963,0.10788542578089533,0.10532908774769394,0.0982545775833148,251232554.33262742,218370590.33262742,182884102.33262742,149571228.33262742,117804503.33262742,90571257.33262742,0.37113432955252806
Merrionette Park,0.3873403684517546,0.36897161662945105,0.3160519107027931,0.25658819194524185,0.1884107075163199,0.13309899602062822,0.11554891564726558,7192396,21596606,1761301.61,15785101.3622513,0,5811497.8648957815,4188490,21596599.22714708,0,4199669,8183442,12043442,14728931,15510825,611,030780000,5572823.8,49944647.78634164,0,5811497.8648957815,55756145.65123742,0.11158,0.10294662433933549,0.11158,0.12128097269485077,0.1324035181505972,0.14142712807840768,0.14429026637604075,0.11158,0.09994994695040078,0.11158,0.09994994695040078,19973591.362251297,15785101.362251299,11790149.362251297,7930149.362251297,5244660.362251297,4462766.362251297,0.3873402469789943
Midlothian,0.7703433562088124,0.7843566451801877,0.7452572121159555,0.6900717313675129,0.6086931694537397,0.4998084460874509,0.44454173285244963,68260997,204967226,23093862.97,153687291.8931784,278485.7510364707,51001426.36271918,37390920,204967204.00693405,0,37646822,74110306,109360788,138585271,149035108,5056,030800000,30988553.84,206220469.11404595,8472929.830840444,51379157.335381866,266072556.28026828,0.15026904930015664,0.1272048648985487,0.15026904930015664,0.18282215824632736,0.23082618314442557,0.29505569087443645,0.3276567176777872,0.15026904930015664,0.12029735550134307,0.14433864288466092,0.11646655436105224,191078211.8931784,153687291.8931784,116967905.8931784,81717423.8931784,52492940.8931784,42043103.8931784,0.7946002138170112
Morton Grove,0.6973920018025445,0.6955671762527476,0.6701617856420304,0.6347163557876953,0.5947654663467913,0.5474135442619592,0.4949426227394119,247476476,743097520,62619088.66,590222511.430047,27991272.234404527,124913820.54512316,73520000,743127604.2095747,0,79658372,158998014,237411941,312419810,379105473,9868,030810000,92225884.28,880716453.9598454,59897497.76583583,124923820.5448937,1065537772.2705749,0.1047168857415316,0.09664786690827029,0.1047168857415316,0.11597407693902007,0.12866253296757132,0.1437017818117298,0.1603674676415061,0.1047168857415316,0.0917086224747907,0.09804860337314726,0.08655336927519153,663742511.430047,590222511.430047,504744497.43004704,426330570.43004704,351322701.43004704,284637038.43004704,0.7111253895707018
Mt Prospect,0.6499236857999768,0.6397227314973145,0.6121496018976693,0.579961919723734,0.5429815325297432,0.5015189296996253,0.45581407527508155,451488543,1355684542,117669902.59,1132963271.953592,1168519.3926538301,221597993.98978782,141647026,1355729785.3360338,0,142044215,283474151,421758026,552404184,673349445,17862,030820000,190531575.47,1850794754.160414,13520677.718125537,221597993.98978782,2085913425.8683274,0.10294581559716591,0.0956271733343496,0.10294581559716591,0.11148928289742085,0.12130486163450889,0.13231013966441998,0.1444414241455126,0.10294581559716591,0.09193796670060088,0.10219921597602973,0.09134203419333436,1274610297.953592,1132963271.953592,991136146.9535921,852852271.9535921,722206113.9535921,601260852.9535921,0.6536218905187969
Niles,0.495438644280701,0.49090054820950074,0.4606893324235101,0.4238300550280714,0.38397569408308235,0.34003711343041854,0.29411427179980715,258010214,774727446,58623272.43,625983386.4525751,197011.29479209118,148576684.77181643,82472723,774757082.5191836,0,84091541,168070098,250589183,330004259,402431777,10678,030830000,124183334.83,1358797224.9314225,52930651.10593911,151992384.67177725,1563720260.7091386,0.091392102185274507,0.08604861519739894,0.091392102185274507,0.09739820890827669,0.1041424471392563,0.11157811135355493,0.11935028434007691,0.091392102185274507,0.08219763628280186,0.08796549033130624,0.0794153135636188,708456109.4525752,625983386.4525752,540386011.4525752,457866926.4525752,378451850.4525752,306024332.4525752,0.5126855958638911
Norridge,0.7049804715827399,0.6843668722130226,0.6582493538262458,0.6268028745698692,0.5895736428649545,0.544681422870525,0.49082499527500645,139207235,417997581,28952390.58,336603847.57647324,0,81558579.07718042,42313404,418162426.6536536,0,42720000,85402003,127878483,169860031,210456950,5422,030840000,44264197.37,511362214.9719946,0,81558579.07718042,592920794.049175,0.0865613376858988,0.0799460836873854,0.0865613376858988,0.09452635352542954,0.10395607116744751,0.11532673178774011,0.12896791862336543,0.0865613376858988,0.07465448642425056,0.08656133768589878,0.07465448642425056,378917251.57647324,336603847.57647324,293515248.57647324,251038768.57647324,209057220.57647324,168460301.57647324,0.7052584946430004
North Lake,0.33575544902488985,0.3170522288809605,0.2735527327901543,0.22501103023207952,0.17351714173818092,0.11674064026081424,0.07163634266389557,50888086,152801578,15465542.78,113646411.59987885,0,39171751.23452004,26554162,152818162.8343989,0,26850588,52523510,76803113,100290478,116900900,3479,030850000,56252418.7,415446083.980665,0,39651751.19601046,455097835.1766755,0.1354024526143277,0.1272102836018314,0.1354024526143277,0.14436403507417173,0.15396135454520163,0.1645434138042339,0.17295167352417679,0.1354024526143277,0.12360511158696681,0.1354024526143277,0.12360511158696681,140200573.59987885,113646411.59987885,87677063.59987885,63397460.59987885,39910095.59987885,23299673.599878848,0.33579189137446175
North Riverside,0.549662426936416,0.530499128330216,0.4969244122052619,0.4568528960651829,0.41104033190917927,0.35766232234038015,0.29571550726126766,52845146,158678132,12762815.2,128415176.51917222,0,30262939.745364666,18480000,158678116.2645369,0,18790000,37545330,56163665,74506763,92308678,2429,030860000,26167676.75,258419939.46179578,0,30262939.745364666,288682879.2071604,0.10126028511769918,0.0945022841133932,0.10126028511769918,0.10932597792388334,0.11854724292055137,0.12929129927924957,0.14176010577519044,0.10126028511769918,0.09064505945716972,0.10126028511769919,0.09064505945716972,146895176.51917222,128415176.51917222,109349846.51917222,90731511.51917222,72388413.51917222,54586498.51917222,0.5496623724286351
Northbrook,0.6571768993795475,0.6534682899426931,0.639816428699535,0.6250610166928486,0.6090558340086432,0.591769880233949,0.5733199169816221,619351831,1859727781,143856691.42,1699135780.03703,0,160631497.82590967,104621654,1859767277.8629396,0,104591984,209133000,313576616,417179099,518496651,13547,030870000,224429595.3,2655661380.078384,13581061.298076924,160631497.82590967,2829873939.2023706,0.08450986898539595,0.0813067328709404,0.08450986898539595,0.08797193120830166,0.09172722711712365,0.09578303033855481,0.10011194509613222,0.08450986898539595,0.07968972157008268,0.08407988417277949,0.0793072766213953,1803757434.03703,1699135780.03703,1594624434.03703,1490180818.03703,1386578335.03703,1285260783.03703,0.66036004012724
Northfield,0.7203856793451674,0.7163009571799782,0.707535746072012,0.6974556223149748,0.687071009416572,0.6760135086513706,0.6643128551501424,142455919,427752432,32652929.22,401663687.14275444,0,26088687.472271215,17539560,427752374.61502564,0,18230000,36453890,54665251,72773283,90635505,2538,030880000,46112951.14,567693843.5586456,0,26088687.472271215,593782531.0309169,0.08122855596061489,0.07879412019136235,0.08122855596061489,0.08402819347423053,0.08691239931688693,0.08998349196368902,0.09323321282678736,0.08122855596061489,0.07765966280607707,0.08122855596061487,0.07765966280607707,419203247.14275444,401663687.14275444,382749357.14275444,364537996.14275444,346429964.14275444,328567742.14275444,0.7203855827020845
Oak Brook,0.979061755723023,0.9786975484880739,0.9775128098428296,0.9761885319103077,0.9746985195057104,0.9730095830706044,0.971079037237148,314660,944829,55631,878819.1099172528,0,65999.24034387515,50000,944818.3502611279,0,50000,100000,150000,200000,250000,10,030890000,56975.29,899035.9011853305,0,65999.24034387515,965035.1415292056,0.06337376507977173,0.06003491535866956,0.06337376507977173,0.06710586669003911,0.0713050438853623,0.07606483201918364,0.08150552768947777,0.06337376507977173,0.05903960130375803,0.06337376507977173,0.05903960130375803,928819.1099172528,878819.1099172528,828819.1099172528,778819.1099172528,728819.1099172528,678819.1099172528,0.9790507201260652
Oak Forest,0.8174700568138984,0.8188977930912715,0.7898924467643677,0.7496212278280935,0.6928521761465124,0.6116583598928506,0.4982677811404237,161751479,485691198,53468726.88,374822378.5464857,2143915.6531697675,108672269.35591404,76044915,485638563.5555695,0,76296233,152397747,226010905,293880372,351894516,9681,030900000,68137329.34,474523310.2074449,10933855.822503757,108682269.35559757,594139435.3855462,0.1435911110672577,0.12375594642219544,0.1435911110672577,0.17113031822435146,0.20995221534597774,0.2654792303780695,0.3430300406304157,0.1435911110672577,0.11683243735605346,0.14035703684678227,0.1146823881430874,450867293.5464857,374822378.5464857,298469546.5464857,224856388.54648572,156986921.54648572,98972777.54648572,0.8290295306582124
Oak Lawn,0.7395900813192814,0.7351704063574256,0.6994632001391441,0.6451394923000177,0.5838064189317707,0.5133440424658814,0.4279980826408084,369471716,1109412649,102976473.11,852083945.1085758,5007525.774031448,252376357.25977504,164250564,1109467828.1423824,0,177039616,350737858,502777504,630143951,742391950,23938,030910000,147203490.06,1218196961.5257401,29463900.50902811,252376357.25977504,1500037219.2945433,0.12083718373064554,0.10648034543229336,0.12083718373064554,0.14267918067786006,0.1673394414472412,0.19567033182422214,0.22998548202488103,0.12083718373064554,0.1000993885715057,0.1179835759373992,0.09813322507372767,1016334509.1085759,852083945.1085759,665596651.1085759,513557005.10857594,386190558.10857594,273942559.10857594,0.751040623585146
Oak Park,0.7792109137273601,0.7730093974078931,0.7573224127756869,0.7404191206008403,0.7208723937493948,0.6995334353351255,0.6761300488548134,535507093,1607967235,177226641.94,1421840660.636287,0,186126555.78372014,129748311,1607967216.420007,0,126242137,252003899,374917047,490841235,600416287,17111,030920000,234720509.14,1877457522.252712,0,186126555.78372014,2063584078.036432,0.1250204099735716,0.11693893334279093,0.1250204099735716,0.133728492750285,0.14379839591917679,0.15479160447986293,0.16684834612627655,0.1250204099735716,0.1137440977754317,0.1250204099735716,0.1137440977754317,1551588971.6362867,1421840660.6362867,1299585072.6362867,1176671924.6362867,1060747736.6362867,951172684.6362867,0.7792109047236111
Olympia Fields,0.7535204315359426,0.7789291795761556,0.750788501529216,0.7212848663092094,0.6795489450316934,0.6249610869728411,0.5585937459743154,41038610,123226640,17766342.78,97443744.3800091,0,25811448.194838647,16521120,123255192.57484774,0,15130000,30260000,45374444,60065819,73032954,1852,030930000,23807287.83,129788541.22237407,7934580.904683255,25811448.194838647,163534570.32189596,0.183431353845095,0.16271849467148738,0.183431353845095,0.20514741343691248,0.23586700940613517,0.27604623375445725,0.3248957101436289,0.183431353845095,0.15300314556040967,0.1728634049410849,0.14557954188608888,113964864.3800091,97443744.3800091,83704864.3800091,68590420.3800091,53899045.3800091,40931910.3800091,0.7921285408597404
Orland Hills,0.7143955046856935,0.7050716193911817,0.6715619606204123,0.6290462481880185,0.5742384961800246,0.5016256245822233,0.4163190364388915,41030664,123202786,11098388.66,100676052.5091106,0,22526118.123426683,17057000,123202170.63253729,0,17140000,34255802,51352172,68204817,82642410,2087,030940000,15912484.11,149913274.44470286,0,22544118.122744057,172457392.56744692,0.1061445970608126,0.09529559202676705,0.1061445970608126,0.11990917726326544,0.13765350618633074,0.16116281345950964,0.18878736832203644,0.1061445970608126,0.0922690751211302,0.1061445970608126,0.0922690751211302,117733052.5091106,100676052.5091106,83477250.5091106,66380880.5091106,49528235.5091106,35090642.5091106,0.7143919364567325
Orland Park,0.6895653445501457,0.6802254384428253,0.6551799279709947,0.6257013713960126,0.5910341456662336,0.5507255101105887,0.5056530574763191,602166635,1808125901,149149202.48,1521051164.2707987,0,286464003.0541261,181831539,1807515167.3249247,0,182362035,364671541,545968108,721588550,884047393,22726,030950000,228659583.49,2321577782.428855,14082303.684483655,286464003.0541261,2622124089.1674647,0.09849318218869857,0.09133927142185819,0.09849318218869857,0.1069133325190289,0.11681555590088778,0.1283291715735451,0.1412035070577775,0.09849318218869857,0.08767481593384621,0.09789934111110389,0.08720395210685868,1702882703.2707987,1521051164.2707987,1338211162.2707987,1156914595.2707987,981294153.2707987,818835310.2707987,0.6930545274949237
Palatine,0.7521018288639707,0.7620545746159546,0.7402318745989691,0.7139626799239427,0.6835173292511023,0.6498134515294277,0.612520943182348,565091796,1696801018,152336368.94,1406199269.3230503,49556078.49482248,241018700.75291505,174224894,1696774048.570788,0,174818738,348687817,514651587,664722119,800346837,25343,030960000,205823269.47,1899674031.3092818,115386103.11757061,241018700.75291505,2256078835.1797676,0.10834662477759079,0.09924460009028908,0.10834662477759079,0.11930323684949383,0.13200168081939948,0.14605922305027388,0.161613546363261,0.10834662477759079,0.09614797415214464,0.10214249488318258,0.09123053071574057,1580424163.3230503,1406199269.3230503,1231736346.3230503,1065772576.3230503,915702044.3230503,780077326.3230503,0.7694789380114111
Palos Heights,0.7578183198752004,0.7579321698966328,0.7335641663749776,0.7035621513679611,0.6661505261880749,0.6183362461822851,0.5585007293996284,129450041,388699690,34961301.57,317075266.6508636,0,71624359.02109765,43511808,388699625.67196125,0,43639308,87258078,130793135,174008969,214903481,5079,030970000,47565953.1,432239306.6413546,9055697.469349695,71624359.02109765,512919363.13180196,0.11004541319854393,0.09998074967382396,0.11004541319854393,0.12243708024015755,0.13788912246486745,0.15763775059959986,0.18235148402917667,0.11004541319854393,0.0944024273658687,0.10778720052780723,0.09273573298065811,360587074.6508636,317075266.6508636,273328996.6508636,229793939.6508636,186578105.6508636,145683593.6508636,0.7714380935980376
Palos Hills,0.813631632564663,0.7990238374782216,0.7700276373642055,0.7309474115997642,0.6794913662383232,0.6155839306922094,0.54822091305124,122236660,367040093,31260873.49,281506542.9760453,0,85533560.60974747,52744687,367040103.5857928,0,53214067,105845610,156012517,199620696,232230764,7150,030980000,40531891.69,365579791.3171513,0,85533560.60974747,451113351.9268988,0.11087016474287929,0.09689103504784838,0.11087016474287929,0.12971082463362624,0.15451789345204295,0.18532780393904227,0.21780365789745743,0.11087016474287929,0.08984857468055621,0.11087016474287929,0.08984857468055621,334251229.9760453,281506542.9760453,228405619.9760453,178238712.9760453,134630533.9760453,102020465.97604531,0.8136316560305895
Palos Park,0.84049798166078,0.8342055482056733,0.82339688112606,0.8106621208420614,0.7962228417650586,0.7794535654943922,0.7602909008092336,75098433,225498026,18600195.63,200056926.91404706,0,25315609.769381724,15890000,225372536.68342876,0,16140000,32274531,48368002,64406257,79980097,2111,030990000,22482523.04,242965368.82730654,0,25325609.759492345,268290978.58679888,0.09253385841988038,0.08685025402141941,0.09253385841988038,0.09922955335115234,0.10682189537937938,0.11563946995072263,0.12571638027709878,0.09253385841988038,0.08379902730395512,0.09253385841988038,0.08379902730395512,215946926.91404703,200056926.91404703,183672395.91404703,167578924.91404703,151540669.91404703,135966829.91404703,0.8400302457822489
Park Forest,0.7824301582032027,0.7992394584479164,0.7253285314490248,0.6158874706641326,0.5361194651965422,0.5161161129885088,0.5092910563444958,38637812,116017680,26998492.97,66265792.26966179,699293.5166010514,49058932.98023638,33634496,116024018.76649922,0,33572059,59664633,70898578,73134845,73856134,5277,031000000,37786877.97,91359693.43061596,7860013.904376124,49058932.98023638,148278640.31522846,0.4136055688354255,0.30230907646291366,0.4136055688354255,0.5784040185567769,0.6985202120964313,0.7286416437553718,0.7389189450363278,0.4136055688354255,0.26910160664468386,0.3808404497951346,0.2548369602639203,99900288.26966178,66265792.269661784,40235655.269661784,29001710.269661784,26765443.269661784,26044154.269661784,0.8212922188290629
Park Ridge,0.8502208045815487,0.8573375266577321,0.8474827797623947,0.8355246177152643,0.8220120923922107,0.8064299457714723,0.788747479178816,535249461,1607193595,142215913.96,1404961321.773826,21418005.232500743,180913621.9288795,114516802,1607292948.9352062,0,117559122,235047318,351754474,466108375,575442351,15265,031010000,167681272.14,1657805155.837773,51606166.45887584,180913621.9288795,1890324944.2255285,0.10114655003305387,0.09461106736192028,0.10114655003305387,0.10907697804583259,0.11803823052953179,0.12837201690684408,0.14009869596076072,0.10114655003305387,0.09119462647989557,0.09809299257168533,0.08870499892212949,1519478123.773826,1404961321.773826,1284430805.773826,1167723649.773826,1053369748.7738259,944035772.7738259,0.8624891217073137
Phoenix,0.7624583712209081,0.7670348250110397,0.6007385534426742,0.3996996501382673,0.3347307800708423,0.30721965410008195,0.29542902613554134,3512607,10547285,972606.99,3247002.0364558985,2751549.1086332374,4548726.816991068,3858234,10547277.962080205,0,4363883,5668359,6019429,6148245,6200373,996,031020000,1611281.8,5405016.904355792,3879516.4251852836,4548726.816991068,13833260.146532144,0.2981085588652833,0.17394344778487417,0.2981085588652833,0.44821425591341757,0.49672326271561845,0.517264444907441,0.5260679172710598,0.2981085588652833,0.1618769625889036,0.17354472678484573,0.1164788186538899,7105236.0364558995,3247002.0364558995,1436877.0364558995,1085807.0364558995,956991.0364558995,904863.0364558995,0.7831956569997074
Posen,0.6693514826123372,0.7902938129839341,0.7433568294360642,0.6485990551708533,0.5538106467803424,0.4595884622625371,0.4296444638358325,19301810,57957590,5653898.09,40971378.7655215,897089.3168489832,16089110.471373597,12336364,57957578.55374408,0,14198364,27198977,35750551,41277969,42652177,2117,031030000,7632636.52,55116704.57995762,15381861.984661581,16089110.471373597,86587677.03599279,0.13848136564346583,0.11315477087528517,0.13848136564346583,0.1896114462014159,0.24075805654076407,0.2915991397352446,0.3077565375177148,0.13848136564346583,0.10719119659676314,0.10826654912201518,0.08814922378420273,53307742.7655215,40971378.7655215,26108765.765521497,17557191.765521497,12029773.765521497,10655565.765521497,0.8013459181074051
Prospect Heights,0.763035869571936,0.7549433644967417,0.7307871735037168,0.7024640129615516,0.673535793744261,0.6436056132940831,0.6101624994349567,121229211,364014970,34703960.3,303809202.36364686,0,60205732.67954816,40980004,364014935.043195,0,41010000,80554211,113885521,142675985,169616010,5663,031040000,47307965.51,415728701.02118963,1126979.15815284,60205732.67954816,477061412.85889065,0.11379528378433684,0.10358454960433713,0.11379528378433684,0.1257673808553116,0.13799523403025135,0.15064661257848494,0.1647828953171668,0.11379528378433684,0.09940017397385184,0.11348763555206166,0.09916535740440016,344789206.36364686,303809202.36364686,264234995.36364686,230903685.36364686,202113221.36364686,175173196.36364686,0.7648426112242247
Richton Park,0.7005482227175501,0.7715502962861283,0.7279662597884501,0.6679449925646359,0.5956340097853171,0.5156758258093005,0.45229418370376256,47275174,141953173,19667403.94,105089847.0840659,259391.93542681928,36362540.47505304,27541422,141711779.49454576,0,27749350,53635661,74784761,90818117,100201345,3988,031050000,27056970.3,144360876.16836172,21908134.47142298,36362540.47505304,202631551.11483777,0.187425921885128,0.15739737390538144,0.187425921885128,0.2287794000727551,0.27860025170422487,0.33368987526456473,0.37735858596561817,0.187425921885128,0.1497148006745915,0.16273008539527467,0.13352792371739755,132631269.08406588,105089847.08406588,78995608.08406588,57846508.084065884,41813152.084065884,32429924.084065884,0.7827009370801045
River Forest,0.8827395562651901,0.8839127672864932,0.8777029971015318,0.8706422980325667,0.8630346092889264,0.8547931348680539,0.8458852494773107,191151423,573970412,54120345.1,522548470.5995945,4405931.833542532,47040555.34853613,31847113,573994957.7816732,0,32257497,64343450,95607441,125779277,154761926,4237,031060000,61661342.48,595359104.7600657,7815239.548131699,47040555.34853613,650214899.6567335,0.10357,0.09831111480401204,0.10357,0.10954951368587358,0.11599225802551183,0.12297173818888431,0.13051558364751112,0.10357,0.09598595128393397,0.10222805903775903,0.09483225086437228,554395583.5995945,522548470.5995945,490052133.5995945,458788142.5995945,428616306.5995945,399633657.5995945,0.8866583550991262
River Grove,0.6159551837463711,0.6378239571717413,0.599153918541777,0.5496629793819162,0.49356040268918866,0.43063479774071173,0.357475966363177,54892906,164826981,16610492.14,128980848.32433997,2209732.7902890914,33636355.981281966,22984852,164826937.09591103,0,23549839,46642680,67869355,86700351,103956780,3123,031070000,27917026.99,215271642.78296638,18687737.66171538,33636355.981281966,267595736.42596373,0.12968278882019554,0.11717215522468882,0.12968278882019554,0.14569422889273692,0.16384468349876524,0.18420254232634833,0.2078710817451475,0.12968278882019554,0.11215801472270659,0.11932424738404881,0.10432538037736584,151965700.32433996,128980848.32433996,105323020.32433996,84096345.32433996,65265349.324339956,48008920.324339956,0.6533225332772202
Riverdale,0.5525510923372008,0.5354912122708493,0.4285843324750096,0.30213024559127427,0.2851771042418149,0.2807797131461382,0.2798639400726396,22700036,68161309,12818877.99,41196712.550145134,0,26964597.17887371,22134221,68161309.72901885,0,23133617,39556008,41426277,41899810,42000759,3935,031080000,29466293.34,96122768.44615474,0,27234709.161370758,123357477.6075255,0.3065485297222394,0.24915061656672657,0.3065485297222394,0.37445578639990235,0.38362218499999245,0.38605243314129134,0.3866144149023134,0.3065485297222394,0.23886912987755832,0.3065485297222394,0.23886912987755832,63330933.55014514,41196712.55014514,23774925.55014514,21904656.55014514,21431123.55014514,21330174.55014514,0.5525510982470075
Riverside,0.9374725919054286,0.9351044346252141,0.9297630377059932,0.9233632547699697,0.9158553404012516,0.90698557509486,0.8962166950043249,112250934,337055887,36391137.41,296935351.8511753,0,40170092.01279891,26286300,337105443.8639742,0,26490000,52955981,79072245,104493127,129516629,3349,031090000,39140544.67,319366698.62011796,0,40170092.01279891,359536790.63291687,0.1225567500904567,0.1132365257245071,0.1225567500904567,0.13372375635476838,0.14682434548810652,0.16230123364659657,0.1810918946163182,0.1225567500904567,0.1088638094618864,0.1225567500904567,0.1088638094618864,323221651.8511753,296935351.8511753,270265670.8511753,244149406.8511753,218728524.8511753,193705022.8511753,0.9376104272125942
Robbins,0.6110601887862279,0.623401841282775,0.5602522169667538,0.4973168690676911,0.4781407704003788,0.4708292655718938,0.4682425843904195,11630686,34923445,3746321.49,25050314.618161112,0,9873129.767238563,7514152,34923444.38539968,0,8565429,13122007,14567733,15096685,15285960,2370,031100000,6690817.32,44712566.696809046,2556521.3408935135,9883129.764883738,57152217.802586295,0.1496406449974051,0.12808647799710896,0.1496406449974051,0.1711437948919857,0.1777629549822655,0.18034531652124822,0.1813192345169473,0.1496406449974051,0.12255210123923652,0.14154741709134097,0.11707012566181155,32564466.618161112,25050314.618161112,19442459.618161112,17996733.618161112,17467781.618161112,17278506.618161112,0.6396739422475141
Rolling Meadows,0.507945282723975,0.5115214800333913,0.4763262730286967,0.435322104644645,0.39046178794392755,0.34505197789197095,0.2946811805841919,169933514,510259232,46562629.61,416215763.8631632,3147547.375102004,90895931.32483989,62958162,510259242.5631051,0,63284131,126409562,186049253,238098768,287994258,8652,031110000,96495893.87,873803918.5129894,39855659.101275235,90895931.32483989,1004555508.9391046,0.11043197658602118,0.10301003411363208,0.11043197658602118,0.11907890907412935,0.12853902362329134,0.13811501497469278,0.14873717610750953,0.11043197658602118,0.10002685694024045,0.10561471278172199,0.0960582994282793,479173925.86316323,416215763.86316323,352764363.86316323,293124672.86316323,241075157.86316323,191179667.86316323,0.5256678492001953
Roselle,0.7870264589169922,0.7920067436820317,0.77123827901329145,0.7448775482587486,0.7123499339002316,0.6714111728098999,0.626133470374136,30650100,92033057,8151764.7,77779099.29929495,120808.48230394616,14133124.568669012,10070000,92033032.35026792,0,10250000,20490369,30716156,40708678,49211688,1325,031120000,10575003.08,100849635.47038168,1954931.1367255857,14133124.568669012,116937691.17577627,0.10485911060239529,0.09533932414359396,0.10485911060239529,0.11694226319378179,0.1318521733699252,0.15061755972293983,0.17137181697828704,0.10485911060239529,0.09197033604349465,0.10286511026708525,0.09043280206468297,87849099.29929496,77779099.29929496,67358730.29929496,57132943.29929496,47140421.29929496,38637411.29929496,0.799356562990387
Rosemont,0.07440253965922253,0.0988545676852862,0.09181765634957975,0.08250431809087698,0.07443804710572505,0.06734531663592724,0.06178250071844559,21412783,64296162,6090153.46,56909447.79057436,242931.03790434613,7143758.694732594,4840000,64296137.52321129,0,5590000,11131577,16478384,21103454,24681958,860,031130000,64649664.22,619809414.1490775,237213054.47166035,7143758.694732594,864166227.3154705,0.10430571518303909,0.10349751837687764,0.10430571518303909,0.10537536206024097,0.10630178192498382,0.10711638961849956,0.10775528498655118,0.10430571518303909,0.10311721356597373,0.07543520337809219,0.07481160704559581,61749447.79057436,56909447.79057436,50617870.79057436,45271063.79057436,40645993.79057436,37067489.79057436,0.10216585426111917
