tax_code_num,major_class_code,major_class_type,eav,exe_homeowner,exe_senior,exe_freeze,exe_longtime_homeowner,exe_disabled,exe_vet_returning,exe_vet_dis,exe_abate,pin_count
21264,NA,NA,0,0,0,0,0,0,0,0,0,3
21265,5B,Industrial,2441880,0,0,0,0,0,0,0,0,7
21265,NA,NA,0,0,0,0,0,0,0,0,0,1
21266,5B,Industrial,1487241,0,0,0,0,0,0,0,0,3
21267,5A,Commercial,3163363,0,0,0,0,0,0,0,0,5
21267,NA,NA,0,0,0,0,0,0,0,0,0,1
21268,5A,Commercial,136506,0,0,0,0,0,0,0,0,1
21268,5B,Industrial,514633,0,0,0,0,0,0,0,0,1
21268,6B,Industrial Incentive,6575141,0,0,0,0,0,0,0,0,1
21269,5A,Commercial,318136,0,0,0,0,0,0,0,0,1
21270,5A,Commercial,494992,0,0,0,0,0,0,0,0,1
21271,5A,Commercial,593595,0,0,0,0,0,0,0,0,8
21273,6B,Industrial Incentive,212927,0,0,0,0,0,0,0,0,1
21273,NA,NA,0,0,0,0,0,0,0,0,0,2
21274,NA,NA,0,0,0,0,0,0,0,0,0,2
21275,2,Residential,1285455,0,0,0,0,0,0,0,0,8
21275,3,Multi-Family,298276,0,0,0,0,0,0,0,0,1
21275,5A,Commercial,8494140,0,0,0,0,0,0,0,0,27
21275,NA,NA,0,0,0,0,0,0,0,0,0,2
21276,1,Vacant,213558,0,0,0,0,0,0,0,0,1
21276,5A,Commercial,8627517,0,0,0,0,0,0,0,0,4
21276,NA,NA,0,0,0,0,0,0,0,0,0,4
21277,5A,Commercial,1987601,0,0,0,0,0,0,0,0,5
21278,2,Residential,3545988,150000,72000,0,0,0,0,0,0,19
21278,5A,Commercial,2322333,0,0,0,0,0,0,0,0,1
21280,1,Vacant,564481,0,0,0,0,0,0,0,0,8
21280,5A,Commercial,3847182,0,0,0,0,0,0,0,0,3
21280,5B,Industrial,1517048,0,0,0,0,0,0,0,0,8
21280,6B,Industrial Incentive,5504799,0,0,0,0,0,0,0,0,3
21281,5A,Commercial,2508990,0,0,0,0,0,0,0,0,2
21282,1,Vacant,4333,0,0,0,0,0,0,0,0,1
21282,2,Residential,175754,30000,8000,40306,0,0,0,0,0,4
21282,5A,Commercial,1166805,0,0,0,0,0,0,0,0,5
21282,5B,Industrial,1194779,0,0,0,0,0,0,0,0,9
21282,6B,Industrial Incentive,399224,0,0,0,0,0,0,0,0,2
21282,NA,NA,0,0,0,0,0,0,0,0,0,8
21283,1,Vacant,328132,0,0,0,0,0,0,0,0,1
21283,6B,Industrial Incentive,2800756,0,0,0,0,0,0,0,0,2
21283,NA,NA,0,0,0,0,0,0,0,0,0,2
21284,6B,Industrial Incentive,5395456,0,0,0,0,0,0,0,0,1
21285,NA,NA,0,0,0,0,0,0,0,0,0,1
21286,3,Multi-Family,16323860,0,0,0,0,0,0,0,0,2
21287,5A,Commercial,3305486,0,0,0,0,0,0,0,0,13
21288,5A,Commercial,2158191,0,0,0,0,0,0,0,0,1
21289,NA,NA,0,0,0,0,0,0,0,0,0,7
21290,1,Vacant,447523,0,0,0,0,0,0,0,0,4
21290,2,Residential,633400,20000,8000,0,0,0,0,0,0,8
21290,5A,Commercial,2872263,0,0,0,0,0,0,0,0,6
21290,NA,NA,0,0,0,0,0,0,0,0,0,14
21291,2,Residential,113124,20000,8000,28544,0,0,0,0,0,3
21292,1,Vacant,88681,0,0,0,0,0,0,0,0,2
21292,5B,Industrial,5549001,0,0,0,0,0,0,0,0,3
21293,5A,Commercial,2287370,0,0,0,0,0,0,0,0,1
21295,2,Residential,77512,10000,0,0,0,0,0,0,0,1
21296,5A,Commercial,3151186,0,0,0,0,0,0,0,0,8
21297,1,Vacant,94321,0,0,0,0,0,0,0,0,1
21297,NA,NA,0,0,0,0,0,0,0,0,0,1
21298,5B,Industrial,650073,0,0,0,0,0,0,0,0,3
21298,NA,NA,0,0,0,0,0,0,0,0,0,4
21299,1,Vacant,80364,0,0,0,0,0,0,0,0,1
21299,5A,Commercial,4411545,0,0,0,0,0,0,0,0,2
21300,2,Residential,974196,40000,8000,0,0,0,0,0,0,13
21300,5A,Commercial,3576723,0,0,0,0,0,0,0,0,26
21301,2,Residential,689498,80000,12000,0,0,0,0,0,0,13
21301,3,Multi-Family,126492,0,0,0,0,0,0,0,0,1
21301,5A,Commercial,2760797,0,0,0,0,0,0,0,0,22
21301,5B,Industrial,455834,0,0,0,0,0,0,0,0,3
21302,5A,Commercial,892311,0,0,0,0,0,0,0,0,7
21303,NA,NA,0,0,0,0,0,0,0,0,0,1
21304,1,Vacant,54754,0,0,0,0,0,0,0,0,7
21304,2,Residential,53997,10000,0,0,0,0,0,0,0,4
21304,3,Multi-Family,242306,0,0,0,0,0,0,0,0,3
21304,5A,Commercial,3791241,0,0,0,0,0,0,0,0,38
21304,5B,Industrial,134689,0,0,0,0,0,0,0,0,1
21304,6B,Industrial Incentive,1174935,0,0,0,0,0,0,0,0,2
21304,NA,NA,0,0,0,0,0,0,0,0,0,1
21305,1,Vacant,87397,0,0,0,0,0,0,0,0,3
21305,5A,Commercial,13604002,0,0,0,0,0,0,0,0,11
21305,5B,Industrial,589205,0,0,0,0,0,0,0,0,2
21305,NA,NA,0,0,0,0,0,0,0,0,0,11
21306,1,Vacant,22553,0,0,0,0,0,0,0,0,1
21306,2,Residential,2164072,80000,24000,32499,0,0,0,0,0,17
21306,3,Multi-Family,247539,0,0,0,0,0,0,0,0,2
21306,4,Not For Profit,384045,0,0,0,0,0,0,0,0,1
21306,5A,Commercial,9248338,0,0,0,0,0,0,0,0,36
21306,NA,NA,0,0,0,0,0,0,0,0,0,21
21307,2,Residential,124323,10000,0,0,0,0,0,0,0,4
21307,5A,Commercial,188407,0,0,0,0,0,0,0,0,3
21308,5A,Commercial,158573,0,0,0,0,0,0,0,0,1
21309,1,Vacant,190031,0,0,0,0,0,0,0,0,2
21310,2,Residential,208526,0,0,0,0,0,0,0,0,4
21310,5A,Commercial,605319,0,0,0,0,0,0,0,0,9
21310,5B,Industrial,269278,0,0,0,0,0,0,0,0,4
21310,NA,NA,0,0,0,0,0,0,0,0,0,3
21311,2,Residential,124603,0,0,0,0,0,0,0,0,2
21311,3,Multi-Family,55538,0,0,0,0,0,0,0,0,1
21311,5A,Commercial,464841,0,0,0,0,0,0,0,0,6
21312,5A,Commercial,344688,0,0,0,0,0,0,0,0,3
21313,2,Residential,149066,25000,20000,81132,0,0,0,0,0,3
21314,2,Residential,170328,20000,16000,35372,0,0,0,0,0,2
21315,2,Residential,118805,20000,16000,33378,0,0,0,0,0,2
21316,2,Residential,33744,5000,4000,12017,0,0,0,0,0,1
21318,1,Vacant,28033,0,0,0,0,0,0,0,0,1
21318,2,Residential,53226,10000,0,0,0,0,0,0,0,2
21318,5A,Commercial,170539,0,0,0,0,0,0,0,0,2
21318,6B,Industrial Incentive,29628,0,0,0,0,0,0,0,0,1
22005,5A,Commercial,1335871,0,0,0,0,0,0,0,0,3
22011,1,Vacant,69882,0,0,0,0,0,0,0,0,3
22011,2,Residential,94330061,5750000,1528000,2022629,0,16000,0,0,0,777
22011,5A,Commercial,1883747,0,0,0,0,0,0,0,0,3
22011,NA,NA,0,0,0,0,0,0,0,0,0,3
22017,1,Vacant,3783768,0,0,0,0,0,0,0,0,76
22017,2,Residential,156042494,20795580,8241659,5250313,0,98000,0,20520,0,2527
22017,3,Multi-Family,33595416,0,0,0,0,0,0,0,0,16
22017,4,Not For Profit,97378,0,0,0,0,0,0,0,0,6
22017,5A,Commercial,200155997,0,0,0,0,0,0,0,0,180
22017,5B,Industrial,31084496,0,0,0,0,0,0,0,0,35
22017,6B,Industrial Incentive,11927445,0,0,0,0,0,0,0,0,6
22017,NA,NA,0,0,0,0,0,0,0,0,0,66
22021,1,Vacant,339454,0,0,0,0,0,0,0,0,12
22021,2,Residential,241829016,23388470,8497726,9615832,0,175000,0,12500,0,3113
22021,3,Multi-Family,2259587,0,0,0,0,0,0,0,0,5
22021,5A,Commercial,58287903,0,0,0,0,0,0,0,0,40
22021,NA,NA,0,0,0,0,0,0,0,0,0,53
22022,2,Residential,74479390,7740000,2349600,3585865,0,60000,0,37177,0,959
22022,3,Multi-Family,967023,0,0,0,0,0,0,0,0,1
22022,5A,Commercial,708070,0,0,0,0,0,0,0,0,2
22022,NA,NA,0,0,0,0,0,0,0,0,0,7
22023,1,Vacant,961,0,0,0,0,0,0,0,0,1
22023,2,Residential,57403831,5450000,1944000,1894851,0,34000,0,7500,0,657
22023,3,Multi-Family,128837,0,0,0,0,0,0,0,0,1
22023,5A,Commercial,4165206,0,0,0,0,0,0,0,0,11
22023,NA,NA,0,0,0,0,0,0,0,0,0,6
22024,1,Vacant,10714,0,0,0,0,0,0,0,0,1
22024,2,Residential,97088277,8589220,2268800,1724875,0,24000,0,0,0,1077
22024,NA,NA,0,0,0,0,0,0,0,0,0,11
22025,1,Vacant,84520,0,0,0,0,0,0,0,0,4
22025,2,Residential,33669382,3070000,1256000,727266,0,22000,0,0,0,376
22025,5A,Commercial,5135066,0,0,0,0,0,0,0,0,5
22025,NA,NA,0,0,0,0,0,0,0,0,0,4
22028,1,Vacant,6581059,0,0,0,0,0,0,0,0,231
22028,2,Residential,878832947,109030343,31309633,26297534,0,515325,0,80613,0,14605
22028,3,Multi-Family,37973475,0,0,0,0,0,0,0,0,139
22028,4,Not For Profit,439592,0,0,0,0,0,0,0,0,1
22028,5A,Commercial,227693571,0,0,0,0,0,0,0,0,436
22028,5B,Industrial,242444711,0,0,0,0,0,0,0,0,143
22028,6A,Industrial Incentive,4882,0,0,0,0,0,0,0,0,1
22028,6B,Industrial Incentive,62169518,0,0,0,0,0,0,0,0,39
22028,6C,Industrial Brownfield,745558,0,0,0,0,0,0,0,0,1
22028,7A,Commercial Incentive,395999,0,0,0,0,0,0,0,0,2
22028,7B,Commercial Incentive,1367258,0,0,0,0,0,0,0,0,1
22028,9,Multi-Family Incentive,753660,0,0,0,0,0,0,0,0,1
22028,NA,NA,0,0,0,0,0,0,0,0,0,537
22029,1,Vacant,21187,0,0,0,0,0,0,0,0,2
22029,NA,NA,0,0,0,0,0,0,0,0,0,21
22030,1,Vacant,5831,0,0,0,0,0,0,0,0,2
22030,2,Residential,1263494,90000,32000,118364,0,2000,0,0,0,12
22030,5A,Commercial,14301652,0,0,0,0,0,0,0,0,17
22030,5B,Industrial,3473743,0,0,0,0,0,0,0,0,11
22030,NA,NA,0,0,0,0,0,0,0,0,0,27
22031,1,Vacant,1261762,0,0,0,0,0,0,0,0,67
22031,2,Residential,1196070710,83256666,25158058,22547013,0,271400,5000,166863,0,11224
22031,3,Multi-Family,24354962,0,0,0,0,0,0,0,0,31
22031,4,Not For Profit,9477787,0,0,0,0,0,0,0,0,37
22031,5A,Commercial,109959718,0,0,0,0,0,0,0,0,209
22031,5B,Industrial,429386,0,0,0,0,0,0,0,0,3
22031,NA,NA,0,0,0,0,0,0,0,0,0,266
22032,1,Vacant,32124,0,0,0,0,0,0,0,0,43
22032,2,Residential,22625496,2850000,1232000,129287,0,28000,0,0,0,347
22032,5A,Commercial,6202926,0,0,0,0,0,0,0,0,5
22032,NA,NA,0,0,0,0,0,0,0,0,0,27
22034,2,Residential,91291,10000,8000,0,0,0,0,0,0,1
22048,5A,Commercial,55085277,0,0,0,0,0,0,0,0,10
22048,NA,NA,0,0,0,0,0,0,0,0,0,40
22054,1,Vacant,74183,0,0,0,0,0,0,0,0,8
22054,2,Residential,186221841,18600000,6944000,8168611,0,94000,0,2500,0,2177
22054,5A,Commercial,22343878,0,0,0,0,0,0,0,0,12
22054,NA,NA,0,0,0,0,0,0,0,0,0,18
22055,1,Vacant,19355,0,0,0,0,0,0,0,0,1
22055,2,Residential,1407251,80000,16000,49915,0,0,0,0,0,12
22057,5A,Commercial,15740,0,0,0,0,0,0,0,0,1
22065,5A,Commercial,13441866,0,0,0,0,0,0,0,0,4
22065,NA,NA,0,0,0,0,0,0,0,0,0,3
22066,2,Residential,19439600,2040000,824000,825622,0,26000,0,0,0,228
22066,5A,Commercial,32475006,0,0,0,0,0,0,0,0,19
22066,5B,Industrial,2084624,0,0,0,0,0,0,0,0,2
22066,NA,NA,0,0,0,0,0,0,0,0,0,3
22073,2,Residential,92823565,9720000,3704000,5071629,0,64000,0,2500,0,1196
22073,5A,Commercial,9215836,0,0,0,0,0,0,0,0,6
22073,NA,NA,0,0,0,0,0,0,0,0,0,3
22077,1,Vacant,15539,0,0,0,0,0,0,0,0,2
22077,2,Residential,4762367,790000,296000,156594,0,6000,0,0,0,109
22077,5A,Commercial,1107666,0,0,0,0,0,0,0,0,2
22077,5B,Industrial,4450235,0,0,0,0,0,0,0,0,5
22077,6B,Industrial Incentive,348674,0,0,0,0,0,0,0,0,2
22077,NA,NA,0,0,0,0,0,0,0,0,0,3
22087,2,Residential,6431669,540000,232000,136655,0,6000,0,0,0,66
22087,3,Multi-Family,2612373,0,0,0,0,0,0,0,0,5
22087,5A,Commercial,5630063,0,0,0,0,0,0,0,0,1
22087,NA,NA,0,0,0,0,0,0,0,0,0,2
22090,NA,NA,0,0,0,0,0,0,0,0,0,3
22092,2,Residential,403138,50000,32000,70253,0,0,0,0,0,10
22093,NA,NA,0,0,0,0,0,0,0,0,0,1
22096,1,Vacant,1694,0,0,0,0,0,0,0,0,1
22096,5A,Commercial,2251319,0,0,0,0,0,0,0,0,2
22096,NA,NA,0,0,0,0,0,0,0,0,0,3
22098,1,Vacant,2886,0,0,0,0,0,0,0,0,1
22098,5A,Commercial,7598296,0,0,0,0,0,0,0,0,4
22098,NA,NA,0,0,0,0,0,0,0,0,0,1
22100,1,Vacant,28207,0,0,0,0,0,0,0,0,2
22100,2,Residential,33362169,6134253,1618339,1766084,0,43086,0,5000,0,1022
22100,5A,Commercial,28678131,1890000,1496000,0,0,0,0,0,0,8
22100,NA,NA,0,0,0,0,0,0,0,0,0,3
22101,5A,Commercial,253299,0,0,0,0,0,0,0,0,1
22102,1,Vacant,20605,0,0,0,0,0,0,0,0,2
22102,2,Residential,11218674,1090000,356325,325999,0,4000,0,0,0,199
22102,3,Multi-Family,1671115,0,0,0,0,0,0,0,0,5
22102,5A,Commercial,16851089,0,0,0,0,0,0,0,0,5
22102,NA,NA,0,0,0,0,0,0,0,0,0,4
22121,2,Residential,566234,40000,24000,48892,0,0,0,0,0,4
22127,1,Vacant,367101,0,0,0,0,0,0,0,0,3
22127,5A,Commercial,4522530,0,0,0,0,0,0,0,0,7
22127,NA,NA,0,0,0,0,0,0,0,0,0,1
22135,3,Multi-Family,34675,0,0,0,0,0,0,0,0,1
22135,5A,Commercial,11212006,0,0,0,0,0,0,0,0,18
22135,NA,NA,0,0,0,0,0,0,0,0,0,1
22138,5A,Commercial,3292992,0,0,0,0,0,0,0,0,1
22139,2,Residential,7332841,1040000,1464000,60888,0,0,0,0,0,9
22139,NA,NA,0,0,0,0,0,0,0,0,0,4
22140,1,Vacant,203316,0,0,0,0,0,0,0,0,1
22140,5A,Commercial,1137432,0,0,0,0,0,0,0,0,2
22148,2,Residential,2162861,210000,56000,6000,0,0,0,0,0,26
22149,5A,Commercial,15468389,0,0,0,0,0,0,0,0,7
22149,NA,NA,0,0,0,0,0,0,0,0,0,1
22150,5A,Commercial,5997977,0,0,0,0,0,0,0,0,2
22189,5A,Commercial,2348547,0,0,0,0,0,0,0,0,1
22189,NA,NA,0,0,0,0,0,0,0,0,0,1
22190,1,Vacant,93114,0,0,0,0,0,0,0,0,2
22190,5A,Commercial,3291064,0,0,0,0,0,0,0,0,8
22200,1,Vacant,15767,0,0,0,0,0,0,0,0,2
22200,2,Residential,343325,0,0,0,0,0,0,0,0,3
22200,3,Multi-Family,2675512,0,0,0,0,0,0,0,0,10
22200,4,Not For Profit,393546,0,0,0,0,0,0,0,0,1
22200,5A,Commercial,4786219,0,0,0,0,0,0,0,0,9
22200,NA,NA,0,0,0,0,0,0,0,0,0,6
22201,2,Residential,3999721,90000,24000,0,0,0,0,0,0,37
22201,3,Multi-Family,394318,0,0,0,0,0,0,0,0,1
22201,4,Not For Profit,129428,0,0,0,0,0,0,0,0,2
22201,5A,Commercial,38900873,0,0,0,0,0,0,0,0,50
22201,7A,Commercial Incentive,1317768,0,0,0,0,0,0,0,0,1
22201,NA,NA,0,0,0,0,0,0,0,0,0,2
22215,1,Vacant,4327,0,0,0,0,0,0,0,0,1
22215,NA,NA,0,0,0,0,0,0,0,0,0,21
22234,2,Residential,2375472,200000,48000,129931,0,0,0,0,0,22
22238,1,Vacant,360,0,0,0,0,0,0,0,0,1
22239,2,Residential,238960,20000,8000,0,0,0,0,0,0,3
22240,2,Residential,1318788,10000,0,0,0,0,0,0,0,10
22241,2,Residential,9605245,30000,0,0,0,0,0,0,0,71
22242,2,Residential,5201651,270000,48000,0,0,0,0,0,0,35
22242,5A,Commercial,916551,0,0,0,0,0,0,0,0,5
22243,5A,Commercial,930350,0,0,0,0,0,0,0,0,10
22244,NA,NA,0,0,0,0,0,0,0,0,0,24
22245,1,Vacant,3,0,0,0,0,0,0,0,0,1
22245,2,Residential,24543081,1976700,1568000,21408,0,0,0,0,0,207
22249,1,Vacant,676395,0,0,0,0,0,0,0,0,11
22249,5A,Commercial,87231,0,0,0,0,0,0,0,0,1
22249,NA,NA,0,0,0,0,0,0,0,0,0,3
22250,1,Vacant,546,0,0,0,0,0,0,0,0,1
22250,5A,Commercial,6011501,0,0,0,0,0,0,0,0,6
22250,NA,NA,0,0,0,0,0,0,0,0,0,3
22251,2,Residential,130071,19000,8000,0,0,0,0,0,0,2
22252,1,Vacant,47563,0,0,0,0,0,0,0,0,1
22252,5A,Commercial,8185603,0,0,0,0,0,0,0,0,3
22252,NA,NA,0,0,0,0,0,0,0,0,0,42
22253,NA,NA,0,0,0,0,0,0,0,0,0,49
22255,5A,Commercial,7653585,0,0,0,0,0,0,0,0,1
22256,5A,Commercial,3705341,0,0,0,0,0,0,0,0,2
22257,1,Vacant,85568,0,0,0,0,0,0,0,0,1
22257,5A,Commercial,6579620,0,0,0,0,0,0,0,0,19
22258,5B,Industrial,857271,0,0,0,0,0,0,0,0,3
22258,NA,NA,0,0,0,0,0,0,0,0,0,8
22259,5A,Commercial,4361482,0,0,0,0,0,0,0,0,24
22260,1,Vacant,41053,0,0,0,0,0,0,0,0,2
22260,2,Residential,511468,0,0,0,0,0,0,0,0,8
22260,3,Multi-Family,818147,0,0,0,0,0,0,0,0,4
22260,5A,Commercial,23357446,0,0,0,0,0,0,0,0,59
22260,5B,Industrial,341632,0,0,0,0,0,0,0,0,1
22261,1,Vacant,330714,0,0,0,0,0,0,0,0,4
22261,5A,Commercial,64759030,10000,8000,0,0,0,0,0,0,46
22262,1,Vacant,2596306,0,0,0,0,0,0,0,0,14
22262,2,Residential,3901933,240000,48000,2000,0,2000,0,0,0,58
22262,3,Multi-Family,239402,0,0,0,0,0,0,0,0,1
22262,5A,Commercial,70396235,0,0,0,0,0,0,0,0,152
22262,5B,Industrial,2187678,0,0,0,0,0,0,0,0,5
22262,7A,Commercial Incentive,1979074,0,0,0,0,0,0,0,0,1
22262,NA,NA,0,0,0,0,0,0,0,0,0,9
22263,5A,Commercial,457383,0,0,0,0,0,0,0,0,3
22264,3,Multi-Family,171346,0,0,0,0,0,0,0,0,2
22264,5A,Commercial,480432,0,0,0,0,0,0,0,0,4
22264,NA,NA,0,0,0,0,0,0,0,0,0,5
22265,5A,Commercial,2204345,0,0,0,0,0,0,0,0,5
22265,NA,NA,0,0,0,0,0,0,0,0,0,3
22266,2,Residential,81169,0,0,0,0,0,0,0,0,1
22266,5A,Commercial,1136985,0,0,0,0,0,0,0,0,9
22267,2,Residential,96970,0,0,0,0,0,0,0,0,2
22267,5A,Commercial,2824499,0,0,0,0,0,0,0,0,6
22268,5A,Commercial,21433749,0,0,0,0,0,0,0,0,15
22269,5A,Commercial,5067056,0,0,0,0,0,0,0,0,1
23004,1,Vacant,130287,0,0,0,0,0,0,0,0,7
23004,2,Residential,83920742,5740000,1702560,1460296,0,4000,0,0,0,800
23004,5A,Commercial,1021288,0,0,0,0,0,0,0,0,6
23004,NA,NA,0,0,0,0,0,0,0,0,0,6
23005,1,Vacant,441373,0,0,0,0,0,0,0,0,7
23005,2,Residential,45946366,2920000,856000,594173,0,8000,0,0,0,349
23005,5A,Commercial,1603041,0,0,0,0,0,0,0,0,7
23005,NA,NA,0,0,0,0,0,0,0,0,0,7
23006,1,Vacant,4362638,0,0,0,0,0,0,0,0,31
23006,2,Residential,855049391,23274290,5673360,3038385,0,18000,0,7500,0,3351
23006,3,Multi-Family,3616094,0,0,0,0,0,0,0,0,6
23006,5A,Commercial,34629524,0,0,0,0,0,0,0,0,58
23006,NA,NA,0,0,0,0,0,0,0,0,0,198
23007,2,Residential,23310931,510000,120000,0,0,0,0,0,0,77
23007,5A,Commercial,254641,0,0,0,0,0,0,0,0,1
23007,NA,NA,0,0,0,0,0,0,0,0,0,5
23008,1,Vacant,5039867,0,0,0,0,0,0,0,0,35
23008,2,Residential,1258476523,29696484,6965040,3650169,0,22000,0,0,0,4210
23008,3,Multi-Family,14327976,0,0,0,0,0,0,0,0,42
23008,5A,Commercial,57468269,0,0,0,0,0,0,0,0,91
23008,NA,NA,0,0,0,0,0,0,0,0,0,201
23009,NA,NA,0,0,0,0,0,0,0,0,0,11
23010,1,Vacant,74785,0,0,0,0,0,0,0,0,3
23010,2,Residential,23388899,820000,112000,8435,0,0,0,0,0,140
23010,3,Multi-Family,1345922,0,0,0,0,0,0,0,0,3
23010,5A,Commercial,7610130,0,0,0,0,0,0,0,0,28
23010,NA,NA,0,0,0,0,0,0,0,0,0,5
23011,1,Vacant,327279,0,0,0,0,0,0,0,0,18
23011,2,Residential,67329305,5510000,2160000,1201588,0,12000,0,0,0,790
23011,3,Multi-Family,3795043,0,0,0,0,0,0,0,0,3
23011,5A,Commercial,32043122,0,0,0,0,0,0,0,0,56
23011,5B,Industrial,5860513,0,0,0,0,0,0,0,0,14
23011,NA,NA,0,0,0,0,0,0,0,0,0,182
23012,1,Vacant,609124,0,0,0,0,0,0,0,0,5
23012,2,Residential,18768364,460000,104000,25918,0,0,0,0,0,60
23012,NA,NA,0,0,0,0,0,0,0,0,0,7
23013,1,Vacant,268075,0,0,0,0,0,0,0,0,4
23013,2,Residential,279743853,6100080,1336000,763773,0,0,0,7500,0,871
23013,NA,NA,0,0,0,0,0,0,0,0,0,45
23014,2,Residential,12489649,93500,38000,54707,0,2000,0,0,0,25
23014,NA,NA,0,0,0,0,0,0,0,0,0,1
23015,1,Vacant,1570458,0,0,0,0,0,0,0,0,62
23015,2,Residential,1636394688,66679756,18170828,9461320,0,106000,0,49209,0,9122
23015,3,Multi-Family,27637323,0,0,0,0,0,0,0,0,27
23015,4,Not For Profit,3399056,0,0,0,0,0,0,0,0,2
23015,5A,Commercial,138868059,0,0,0,0,0,0,0,0,181
23015,5B,Industrial,351986,0,0,0,0,0,0,0,0,1
23015,NA,NA,0,0,0,0,0,0,0,0,0,248
23017,2,Residential,9290272,185000,16000,0,0,0,0,0,0,23
23019,5A,Commercial,1277177,0,0,0,0,0,0,0,0,2
23020,1,Vacant,75646,0,0,0,0,0,0,0,0,7
23020,2,Residential,127255985,7950000,2718000,2440067,0,22000,0,48497,0,1080
23020,3,Multi-Family,1522310,0,0,0,0,0,0,0,0,11
23020,5A,Commercial,65350203,0,0,0,0,0,0,0,0,40
23020,5B,Industrial,1626920,0,0,0,0,0,0,0,0,4
23020,NA,NA,0,0,0,0,0,0,0,0,0,37
23021,NA,NA,0,0,0,0,0,0,0,0,0,3
23023,2,Residential,1261150,60000,16000,0,0,0,0,0,0,8
23026,2,Residential,31737334,375000,100000,2000,0,0,0,0,0,77
23027,2,Residential,772826,0,0,0,0,0,0,0,0,2
23029,1,Vacant,21460,0,0,0,0,0,0,0,0,1
23029,2,Residential,1078032,50000,0,0,0,0,0,0,0,5
23029,NA,NA,0,0,0,0,0,0,0,0,0,2
23030,1,Vacant,47905,0,0,0,0,0,0,0,0,1
23030,NA,NA,0,0,0,0,0,0,0,0,0,1
23031,NA,NA,0,0,0,0,0,0,0,0,0,1
23034,2,Residential,1297725,50000,16000,0,0,0,0,0,0,8
23034,5A,Commercial,141163,0,0,0,0,0,0,0,0,1
23038,NA,NA,0,0,0,0,0,0,0,0,0,1
23042,2,Residential,474174,5000,0,0,0,0,0,0,0,5
23042,NA,NA,0,0,0,0,0,0,0,0,0,1
23044,2,Residential,766982,10000,0,0,0,0,0,0,0,2
23045,1,Vacant,1832,0,0,0,0,0,0,0,0,2
23045,2,Residential,18503261,392860,88000,0,0,0,0,0,0,57
23046,1,Vacant,50671,0,0,0,0,0,0,0,0,1
23046,2,Residential,1552778,40000,8000,0,0,0,0,0,0,14
23046,5A,Commercial,930705,0,0,0,0,0,0,0,0,1
23047,2,Residential,8176890,288200,62960,23449,0,0,0,0,0,51
23051,1,Vacant,3,0,0,0,0,0,0,0,0,1
23051,2,Residential,3089672,60000,24000,40209,0,0,0,0,0,27
23051,3,Multi-Family,1230230,0,0,0,0,0,0,0,0,2
23051,5A,Commercial,8281945,0,0,0,0,0,0,0,0,30
23051,NA,NA,0,0,0,0,0,0,0,0,0,7
23052,1,Vacant,2145405,0,0,0,0,0,0,0,0,2
24002,5A,Commercial,38465972,0,0,0,0,0,0,0,0,12
24002,5B,Industrial,14868233,0,0,0,0,0,0,0,0,7
24002,NA,NA,0,0,0,0,0,0,0,0,0,2
24009,1,Vacant,2702,0,0,0,0,0,0,0,0,1
24009,2,Residential,37883787,1426250,328000,106640,0,0,0,0,0,188
24009,5A,Commercial,4872184,0,0,0,0,0,0,0,0,2
24009,NA,NA,0,0,0,0,0,0,0,0,0,13
24010,1,Vacant,333969,0,0,0,0,0,0,0,0,7
24010,2,Residential,76394297,3725040,976000,1149121,0,14000,0,0,0,494
24010,5A,Commercial,3774536,0,0,0,0,0,0,0,0,25
24010,NA,NA,0,0,0,0,0,0,0,0,0,6
24011,1,Vacant,963065,0,0,0,0,0,0,0,0,35
24011,2,Residential,213351303,23170000,9157614,11250421,0,107936,0,20000,0,2888
24011,3,Multi-Family,1951558,0,0,0,0,0,0,0,0,8
24011,5A,Commercial,65841823,0,0,0,0,0,0,0,0,65
24011,5B,Industrial,129200832,0,0,0,0,0,0,0,0,64
24011,6B,Industrial Incentive,21905678,0,0,0,0,0,0,0,0,17
24011,7B,Commercial Incentive,1584936,0,0,0,0,0,0,0,0,1
24011,NA,NA,0,0,0,0,0,0,0,0,0,168
24013,1,Vacant,21238,0,0,0,0,0,0,0,0,4
24013,2,Residential,37480951,4330000,1456000,1570560,0,38000,0,0,0,534
24013,5A,Commercial,8594919,0,0,0,0,0,0,0,0,19
24013,NA,NA,0,0,0,0,0,0,0,0,0,5
24014,1,Vacant,731107,0,0,0,0,0,0,0,0,3
24014,5A,Commercial,46164898,0,0,0,0,0,0,0,0,10
24014,5B,Industrial,32919533,0,0,0,0,0,0,0,0,6
24014,6B,Industrial Incentive,8109977,0,0,0,0,0,0,0,0,2
24014,NA,NA,0,0,0,0,0,0,0,0,0,1
24015,1,Vacant,796704,0,0,0,0,0,0,0,0,50
24015,2,Residential,329454845,25660000,9024960,7413498,0,126000,0,5000,0,3823
24015,3,Multi-Family,3015,0,0,0,0,0,0,0,0,3
24015,5A,Commercial,163611733,10000,0,0,0,0,0,0,0,215
24015,5B,Industrial,52884180,0,0,0,0,0,0,0,0,59
24015,6B,Industrial Incentive,766848,0,0,0,0,0,0,0,0,1
24015,7A,Commercial Incentive,3516396,0,0,0,0,0,0,0,0,2
24015,NA,NA,0,0,0,0,0,0,0,0,0,154
24016,1,Vacant,108304,0,0,0,0,0,0,0,0,7
