tax_code_num,major_class_code,major_class_type,eav,exe_homeowner,exe_senior,exe_freeze,exe_longtime_homeowner,exe_disabled,exe_vet_returning,exe_vet_dis,exe_abate,pin_count
73029,5B,Industrial,456345,0,0,0,0,0,0,0,0,2
73029,NA,NA,0,0,0,0,0,0,0,0,0,6
73030,1,Vacant,104026,0,0,0,0,0,0,0,0,2
73030,2,Residential,14451871,1089002,592000,649438,0,0,0,0,0,124
73030,5A,Commercial,2392482,0,0,0,0,0,0,0,0,2
73030,9,Multi-Family Incentive,7744981,0,0,0,0,0,0,0,0,3
73030,NA,NA,0,0,0,0,0,0,0,0,0,11
73032,1,Vacant,425416,0,0,0,0,0,0,0,0,3
73032,2,Residential,59996681,3939738,278581,639371,0,6000,0,0,0,919
73032,3,Multi-Family,23200152,0,0,0,0,0,0,0,0,38
73032,5A,Commercial,4773535,0,0,0,0,0,0,0,0,4
73032,9,Multi-Family Incentive,6158024,0,0,0,0,0,0,0,0,6
73032,NA,NA,0,0,0,0,0,0,0,0,0,41
73033,1,Vacant,31432,0,0,0,0,0,0,0,0,1
73033,2,Residential,1662731,100000,8000,2000,0,0,0,0,0,11
73033,3,Multi-Family,641569,0,0,0,0,0,0,0,0,2
73033,5A,Commercial,120063,0,0,0,0,0,0,0,0,1
73033,5B,Industrial,100461,0,0,0,0,0,0,0,0,1
73034,2,Residential,168151,0,0,0,0,0,0,0,0,1
73034,5A,Commercial,519221,0,0,0,0,0,0,0,0,2
73034,NA,NA,0,0,0,0,0,0,0,0,0,1
73035,1,Vacant,9008,0,0,0,0,0,0,0,0,1
73035,2,Residential,3229239,60000,8000,0,0,0,0,0,0,15
73035,3,Multi-Family,714267,0,0,0,0,0,0,0,0,2
73035,5A,Commercial,21789415,0,0,0,0,0,0,0,0,37
73035,NA,NA,0,0,0,0,0,0,0,0,0,2
73036,5A,Commercial,737757,0,0,0,0,0,0,0,0,2
73037,1,Vacant,90234,0,0,0,0,0,0,0,0,2
73037,2,Residential,8644041,264189,16000,57432,0,0,0,0,0,59
73037,3,Multi-Family,6258120,0,0,0,0,0,0,0,0,7
73037,5A,Commercial,11306141,0,0,0,0,0,0,0,0,28
73037,5B,Industrial,1772155,0,0,0,0,0,0,0,0,2
73037,NA,NA,0,0,0,0,0,0,0,0,0,2
73038,2,Residential,6434951,140000,24000,0,0,0,0,0,0,58
73038,3,Multi-Family,4353517,0,0,0,0,0,0,0,0,5
73038,5A,Commercial,8274397,0,0,0,0,0,0,0,0,20
73038,NA,NA,0,0,0,0,0,0,0,0,0,4
73040,2,Residential,261235,10000,0,0,0,0,0,0,0,1
73040,3,Multi-Family,1215478,0,0,0,0,0,0,0,0,2
73041,2,Residential,32823411,1019034,104000,53345,0,0,0,0,0,892
73041,3,Multi-Family,23383292,0,0,0,0,0,0,0,0,14
73041,4,Not For Profit,89005,0,0,0,0,0,0,0,0,3
73041,5A,Commercial,34067453,0,0,0,0,0,0,0,0,57
73041,9,Multi-Family Incentive,2638160,0,0,0,0,0,0,0,0,1
73041,NA,NA,0,0,0,0,0,0,0,0,0,3
73042,1,Vacant,991083,0,0,0,0,0,0,0,0,6
73042,2,Residential,9631563,290000,32000,30014,0,2000,0,0,0,37
73042,3,Multi-Family,2289355,0,0,0,0,0,0,0,0,3
73043,2,Residential,1201061,60000,0,0,0,0,0,0,0,6
73045,5B,Industrial,203913,0,0,0,0,0,0,0,0,1
73046,2,Residential,681412,0,0,0,0,0,0,0,0,5
73046,5A,Commercial,1680416,0,0,0,0,0,0,0,0,5
73047,2,Residential,1511538,0,0,0,0,0,0,0,0,5
73047,5A,Commercial,163500,0,0,0,0,0,0,0,0,1
73048,2,Residential,657423,10000,0,0,0,0,0,0,0,4
73048,5A,Commercial,1206488,0,0,0,0,0,0,0,0,2
73049,2,Residential,346253,10000,0,0,0,0,0,0,0,1
73050,5A,Commercial,333,0,0,0,0,0,0,0,0,1
73052,2,Residential,606546,0,0,0,0,0,0,0,0,2
73052,3,Multi-Family,1255657,0,0,0,0,0,0,0,0,2
73052,5A,Commercial,1383615,0,0,0,0,0,0,0,0,5
73052,9,Multi-Family Incentive,2373076,0,0,0,0,0,0,0,0,1
73052,NA,NA,0,0,0,0,0,0,0,0,0,1
73053,2,Residential,5531469,175000,40000,212978,0,0,0,0,0,30
73053,3,Multi-Family,5236601,0,0,0,0,0,0,0,0,8
73053,5A,Commercial,20562998,0,0,0,0,0,0,0,0,34
73053,NA,NA,0,0,0,0,0,0,0,0,0,4
73054,2,Residential,9747862,573503,48000,16831,0,0,0,0,0,324
73054,5A,Commercial,73242,0,0,0,0,0,0,0,0,2
73055,3,Multi-Family,408331,0,0,0,0,0,0,0,0,1
73055,5A,Commercial,6721727,0,0,0,0,0,0,0,0,7
73058,5A,Commercial,656240,0,0,0,0,0,0,0,0,1
73058,NA,NA,0,0,0,0,0,0,0,0,0,1
73061,1,Vacant,753097,0,0,0,0,0,0,0,0,4
73061,2,Residential,24835059,1066081,96000,69828,0,2000,0,1250,0,290
73061,3,Multi-Family,19775090,0,0,0,0,0,0,0,0,20
73061,5A,Commercial,36098790,0,0,0,0,0,0,0,0,51
73061,NA,NA,0,0,0,0,0,0,0,0,0,16
73062,2,Residential,3015793,130000,16000,99288,0,0,0,0,0,22
73062,3,Multi-Family,7078754,0,0,0,0,0,0,0,0,5
73062,5A,Commercial,2250356,0,0,0,0,0,0,0,0,2
73062,NA,NA,0,0,0,0,0,0,0,0,0,1
73063,1,Vacant,498442,0,0,0,0,0,0,0,0,10
73063,2,Residential,34011455,1699388,56000,22954,0,0,0,0,0,509
73063,3,Multi-Family,25508857,10000,0,0,0,0,0,0,0,31
73063,5A,Commercial,29122178,0,0,0,0,0,0,0,0,245
73063,5B,Industrial,152570,0,0,0,0,0,0,0,0,1
73063,9,Multi-Family Incentive,510672,0,0,0,0,0,0,0,0,1
73063,NA,NA,0,0,0,0,0,0,0,0,0,141
73064,1,Vacant,637876,0,0,0,0,0,0,0,0,8
73064,2,Residential,29860521,1884612,128000,172178,0,6000,0,0,0,468
73064,3,Multi-Family,7347381,0,0,0,0,0,0,0,0,6
73064,5A,Commercial,29016612,0,0,0,0,0,0,0,0,57
73064,5B,Industrial,242330,0,0,0,0,0,0,0,0,1
73064,NA,NA,0,0,0,0,0,0,0,0,0,9
73065,1,Vacant,148453,0,0,0,0,0,0,0,0,1
73065,2,Residential,1088480,30000,0,0,0,0,0,0,0,6
73065,3,Multi-Family,871566,0,0,0,0,0,0,0,0,4
73065,5A,Commercial,1148488,0,0,0,0,0,0,0,0,2
73067,2,Residential,4556165,270000,80000,31960,0,0,0,0,0,50
73067,NA,NA,0,0,0,0,0,0,0,0,0,4
73068,2,Residential,1763284,0,0,0,0,0,0,0,0,12
73068,3,Multi-Family,249735,0,0,0,0,0,0,0,0,1
73068,5A,Commercial,2439589,0,0,0,0,0,0,0,0,10
73068,NA,NA,0,0,0,0,0,0,0,0,0,1
73069,1,Vacant,3,0,0,0,0,0,0,0,0,1
73069,2,Residential,29770704,978502,40000,140296,0,0,0,0,0,256
73069,3,Multi-Family,4351404,0,0,0,0,0,0,0,0,11
73069,5A,Commercial,28366686,0,0,0,0,0,0,0,0,70
73069,5B,Industrial,2081831,0,0,0,0,0,0,0,0,7
73069,NA,NA,0,0,0,0,0,0,0,0,0,11
73070,1,Vacant,385397,0,0,0,0,0,0,0,0,6
73070,2,Residential,73021750,2803509,784000,1862404,0,6000,0,2500,0,711
73070,3,Multi-Family,9212099,0,0,0,0,0,0,0,0,20
73070,4,Not For Profit,5396,0,0,0,0,0,0,0,0,1
73070,5A,Commercial,50930112,10000,8000,168066,0,0,0,0,0,135
73070,5B,Industrial,209859,0,0,0,0,0,0,0,0,1
73070,9,Multi-Family Incentive,1048927,0,0,0,0,0,0,0,0,1
73070,NA,NA,0,0,0,0,0,0,0,0,0,5
73071,2,Residential,6171118,414501,16000,0,0,0,0,0,0,183
73071,3,Multi-Family,6992235,0,0,0,0,0,0,0,0,3
73071,5A,Commercial,9833729,0,0,0,0,0,0,0,0,12
73071,5B,Industrial,89432,0,0,0,0,0,0,0,0,1
73071,9,Multi-Family Incentive,8817874,0,0,0,0,0,0,0,0,10
73071,NA,NA,0,0,0,0,0,0,0,0,0,5
73072,1,Vacant,737120,0,0,0,0,0,0,0,0,4
73072,2,Residential,14977626,1071105,96000,8880,0,2000,0,0,0,324
73072,3,Multi-Family,24962701,0,0,0,0,0,0,0,0,19
73072,5A,Commercial,51413351,0,0,0,0,0,0,0,0,62
73072,5B,Industrial,4274688,0,0,0,0,0,0,0,0,3
73072,NA,NA,0,0,0,0,0,0,0,0,0,28
73073,1,Vacant,539014,0,0,0,0,0,0,0,0,2
73073,2,Residential,40443035,2670613,160000,648538,113907,2000,0,7500,0,695
73073,3,Multi-Family,42214457,0,0,0,0,0,0,0,0,38
73073,5A,Commercial,82807897,0,0,0,0,0,0,0,0,80
73073,9,Multi-Family Incentive,4445738,0,0,0,0,0,0,0,0,6
73073,NA,NA,0,0,0,0,0,0,0,0,0,45
73074,2,Residential,2045658,110000,0,0,0,0,0,0,0,48
73074,3,Multi-Family,13106263,0,0,0,0,0,0,0,0,3
73074,5A,Commercial,4061026,0,0,0,0,0,0,0,0,6
73074,NA,NA,0,0,0,0,0,0,0,0,0,1
73078,1,Vacant,74506,0,0,0,0,0,0,0,0,2
73078,2,Residential,12496959,610065,50400,23268,0,4000,0,0,0,186
73078,3,Multi-Family,4454493,0,0,0,0,0,0,0,0,5
73078,4,Not For Profit,4239642,0,0,0,0,0,0,0,0,9
73078,5A,Commercial,68584705,0,0,0,0,0,0,0,0,52
73078,5B,Industrial,21590143,0,0,0,0,0,0,0,0,39
73078,NA,NA,0,0,0,0,0,0,0,0,0,25
73083,1,Vacant,354850,0,0,0,0,0,0,0,0,3
73083,2,Residential,1942865,20000,0,0,0,0,0,0,0,11
73083,3,Multi-Family,2628309,0,0,0,0,0,0,0,0,5
73083,5A,Commercial,8205042,0,0,0,0,0,0,0,0,23
73083,NA,NA,0,0,0,0,0,0,0,0,0,5
73085,1,Vacant,1354067,0,0,0,0,0,0,0,0,15
73085,2,Residential,17179738,380000,80000,739821,0,2000,0,0,0,81
73085,5A,Commercial,9586380,0,0,0,0,0,0,0,0,26
73085,5B,Industrial,7523085,0,0,0,0,0,0,0,0,29
73085,6B,Industrial Incentive,1155264,0,0,0,0,0,0,0,0,6
73085,NA,NA,0,0,0,0,0,0,0,0,0,3
73086,1,Vacant,750576,0,0,0,0,0,0,0,0,6
73086,2,Residential,47042216,5498553,1117242,704582,0,2000,0,0,0,471
73086,3,Multi-Family,59982290,0,0,0,0,0,0,0,0,50
73086,5A,Commercial,13365306,0,0,0,0,0,0,0,0,3
73086,9,Multi-Family Incentive,2144901,0,0,0,0,0,0,0,0,1
73086,NA,NA,0,0,0,0,0,0,0,0,0,19
73087,3,Multi-Family,774688,0,0,0,0,0,0,0,0,1
73088,2,Residential,5473050,230000,0,0,0,0,0,0,0,85
73088,3,Multi-Family,7157165,0,0,0,0,0,0,0,0,12
73088,5A,Commercial,37279745,0,0,0,0,0,0,0,0,60
73088,5B,Industrial,2988127,0,0,0,0,0,0,0,0,4
73088,NA,NA,0,0,0,0,0,0,0,0,0,12
73089,2,Residential,1546342,90000,0,0,0,0,0,0,0,16
73089,3,Multi-Family,424279,0,0,0,0,0,0,0,0,2
73089,NA,NA,0,0,0,0,0,0,0,0,0,7
73090,1,Vacant,128816,0,0,0,0,0,0,0,0,1
73090,2,Residential,8020746,600000,117652,193674,13295,6000,0,0,0,146
73090,3,Multi-Family,16539695,0,0,0,0,0,0,0,0,15
73090,5A,Commercial,19233426,0,0,0,0,0,0,0,0,33
73090,5B,Industrial,109638,0,0,0,0,0,0,0,0,1
73090,NA,NA,0,0,0,0,0,0,0,0,0,1
73091,2,Residential,5437965,250000,16000,0,0,0,0,0,0,102
73091,5A,Commercial,623645,0,0,0,0,0,0,0,0,4
73091,NA,NA,0,0,0,0,0,0,0,0,0,1
73092,5A,Commercial,1211671,0,0,0,0,0,0,0,0,1
73092,NA,NA,0,0,0,0,0,0,0,0,0,2
73093,3,Multi-Family,2931311,0,0,0,0,0,0,0,0,1
73093,5A,Commercial,1079080,0,0,0,0,0,0,0,0,1
73093,NA,NA,0,0,0,0,0,0,0,0,0,4
73094,3,Multi-Family,17266898,0,0,0,0,0,0,0,0,6
73094,5A,Commercial,1461829,0,0,0,0,0,0,0,0,5
73095,1,Vacant,905333,0,0,0,0,0,0,0,0,12
73095,2,Residential,208909576,6936950,336000,1325029,10000,2000,0,0,0,1637
73095,3,Multi-Family,28206707,0,0,0,0,0,0,0,0,42
73095,5A,Commercial,186043720,10000,0,0,0,0,0,0,0,319
73095,5B,Industrial,3647488,0,0,0,0,0,0,0,0,6
73095,9,Multi-Family Incentive,3536757,0,0,0,0,0,0,0,0,2
73095,NA,NA,0,0,0,0,0,0,0,0,0,29
73097,2,Residential,4910615,310000,40000,27322,0,2000,0,0,0,95
73097,3,Multi-Family,13349292,0,0,0,0,0,0,0,0,7
73097,5A,Commercial,1709038,0,0,0,0,0,0,0,0,1
73099,2,Residential,264238,0,0,0,0,0,0,0,0,1
73099,3,Multi-Family,4653758,0,0,0,0,0,0,0,0,6
73099,5A,Commercial,2979353,0,0,0,0,0,0,0,0,7
73099,NA,NA,0,0,0,0,0,0,0,0,0,2
73100,2,Residential,191573,0,0,0,0,0,0,0,0,2
73100,5A,Commercial,513288,0,0,0,0,0,0,0,0,4
73100,NA,NA,0,0,0,0,0,0,0,0,0,2
73102,1,Vacant,298036,0,0,0,0,0,0,0,0,2
73102,2,Residential,15153784,541008,96000,508301,0,0,0,0,0,112
73102,3,Multi-Family,3805647,0,0,0,0,0,0,0,0,4
73102,5A,Commercial,12915184,0,0,0,0,0,0,0,0,39
73102,NA,NA,0,0,0,0,0,0,0,0,0,23
73103,1,Vacant,1486,0,0,0,0,0,0,0,0,1
73103,2,Residential,7864650,200000,68080,72143,0,0,0,0,0,65
73103,3,Multi-Family,8285919,0,0,0,0,0,0,0,0,11
73103,4,Not For Profit,124528,0,0,0,0,0,0,0,0,1
73103,5A,Commercial,15913092,0,0,0,0,0,0,0,0,32
73103,5B,Industrial,151210,0,0,0,0,0,0,0,0,1
73103,NA,NA,0,0,0,0,0,0,0,0,0,21
73104,NA,NA,0,0,0,0,0,0,0,0,0,1
73105,1,Vacant,10235315,0,0,0,0,0,0,0,0,104
73105,2,Residential,4383563448,191771931,31992046,71586974,400076,294202,0,36042,0,37307
73105,3,Multi-Family,562376807,0,0,0,0,0,0,0,0,788
73105,4,Not For Profit,7536456,0,0,0,0,0,0,0,0,12
73105,5A,Commercial,189605701,0,0,0,0,0,0,0,0,235
73105,5B,Industrial,2572206,0,0,0,0,0,0,0,0,13
73105,9,Multi-Family Incentive,3211264,0,0,0,0,0,0,0,0,8
73105,NA,NA,0,0,0,0,0,0,0,0,0,548
73106,2,Residential,430830,10000,0,0,0,0,0,0,0,2
73106,5A,Commercial,205328,0,0,0,0,0,0,0,0,1
73107,1,Vacant,133764,0,0,0,0,0,0,0,0,2
73107,2,Residential,60547298,3200008,651600,283608,0,4000,0,0,0,397
73107,3,Multi-Family,46379203,0,0,0,0,0,0,0,0,23
73107,5A,Commercial,41730436,0,0,0,0,0,0,0,0,53
73107,5B,Industrial,728152,0,0,0,0,0,0,0,0,2
73107,9,Multi-Family Incentive,1296355,0,0,0,0,0,0,0,0,2
73107,NA,NA,0,0,0,0,0,0,0,0,0,15
73108,NA,NA,0,0,0,0,0,0,0,0,0,5
73109,2,Residential,4017298,10000,0,0,0,0,0,0,0,18
73109,3,Multi-Family,2029720,0,0,0,0,0,0,0,0,5
73109,5A,Commercial,9159007,0,0,0,0,0,0,0,0,18
73109,NA,NA,0,0,0,0,0,0,0,0,0,1
73110,2,Residential,10500619,344018,24000,0,0,0,0,0,0,122
73110,5A,Commercial,36308937,0,0,0,0,0,0,0,0,27
73110,NA,NA,0,0,0,0,0,0,0,0,0,1
73111,1,Vacant,233514,0,0,0,0,0,0,0,0,1
73111,2,Residential,24297995,1615999,144000,214453,0,4000,0,0,0,572
73111,3,Multi-Family,5079011,0,0,0,0,0,0,0,0,4
73111,5A,Commercial,39234911,0,0,0,0,0,0,0,0,53
73111,NA,NA,0,0,0,0,0,0,0,0,0,7
73112,2,Residential,902690,10000,0,0,0,0,0,0,0,7
73112,3,Multi-Family,5104590,0,0,0,0,0,0,0,0,1
73112,5A,Commercial,2371820,0,0,0,0,0,0,0,0,2
73112,NA,NA,0,0,0,0,0,0,0,0,0,9
73113,5A,Commercial,1566364,0,0,0,0,0,0,0,0,1
73114,1,Vacant,871573,0,0,0,0,0,0,0,0,21
73114,2,Residential,82312636,5578782,446926,377026,0,8000,0,0,0,1313
73114,3,Multi-Family,58725642,0,0,0,0,0,0,0,0,61
73114,5A,Commercial,131076184,0,0,0,0,0,0,0,0,71
73114,9,Multi-Family Incentive,3678894,0,0,0,0,0,0,0,0,13
73114,NA,NA,0,0,0,0,0,0,0,0,0,50
73115,1,Vacant,267094,0,0,0,0,0,0,0,0,3
73115,2,Residential,67478736,1836122,32000,261314,0,0,0,0,0,519
73115,3,Multi-Family,1828164,0,0,0,0,0,0,0,0,3
73115,5A,Commercial,38094590,0,0,0,0,0,0,0,0,75
73115,NA,NA,0,0,0,0,0,0,0,0,0,5
73116,1,Vacant,1686415,0,0,0,0,0,0,0,0,4
73116,2,Residential,58532393,2495445,88000,34686,0,0,0,5000,0,633
73116,3,Multi-Family,47057669,0,0,0,0,0,0,0,0,62
73116,5A,Commercial,202153388,0,0,0,0,0,0,0,0,191
73116,9,Multi-Family Incentive,4651771,0,0,0,0,0,0,0,0,2
73116,NA,NA,0,0,0,0,0,0,0,0,0,30
73117,1,Vacant,1448839,0,0,0,0,0,0,0,0,12
73117,2,Residential,181704677,4422122,224000,1686348,128313,0,0,3958,0,1185
73117,3,Multi-Family,78704260,0,0,0,0,0,0,0,0,79
73117,5A,Commercial,235959043,0,0,0,0,0,0,0,0,195
73117,5B,Industrial,1861365,0,0,0,0,0,0,0,0,7
73117,7A,Commercial Incentive,31100177,0,0,0,0,0,0,0,0,1
73117,9,Multi-Family Incentive,689903,0,0,0,0,0,0,0,0,1
73117,NA,NA,0,0,0,0,0,0,0,0,0,69
73118,2,Residential,295150,0,0,0,0,0,0,0,0,2
73118,5A,Commercial,1127632,0,0,0,0,0,0,0,0,3
73118,NA,NA,0,0,0,0,0,0,0,0,0,3
73119,1,Vacant,540721,0,0,0,0,0,0,0,0,5
73119,2,Residential,39829128,923188,24000,26070,0,0,0,0,0,255
73119,3,Multi-Family,24608483,0,0,0,0,0,0,0,0,18
73119,5A,Commercial,28718011,0,0,0,0,0,0,0,0,69
73119,NA,NA,0,0,0,0,0,0,0,0,0,7
73120,9,Multi-Family Incentive,1254033,0,0,0,0,0,0,0,0,1
73120,NA,NA,0,0,0,0,0,0,0,0,0,2
73121,1,Vacant,6,0,0,0,0,0,0,0,0,1
73121,3,Multi-Family,1610507,0,0,0,0,0,0,0,0,1
73121,9,Multi-Family Incentive,1677749,0,0,0,0,0,0,0,0,2
73121,NA,NA,0,0,0,0,0,0,0,0,0,4
74001,1,Vacant,2763494,0,0,0,0,0,0,0,0,60
74001,2,Residential,1152251541,29800380,5913062,7003078,20000,30000,0,10000,0,6616
74001,3,Multi-Family,153889654,0,0,0,0,0,0,0,0,95
74001,5A,Commercial,233775653,0,0,0,0,0,0,0,0,133
74001,5B,Industrial,36706803,0,0,0,0,0,0,0,0,23
74001,6B,Industrial Incentive,1714407,0,0,0,0,0,0,0,0,1
74001,9,Multi-Family Incentive,10899218,0,0,0,0,0,0,0,0,4
74001,NA,NA,0,0,0,0,0,0,0,0,0,121
74002,1,Vacant,8003963,0,0,0,0,0,0,0,0,77
74002,2,Residential,3929901767,113419473,32046242,25912267,59288,158000,0,22500,0,32793
74002,3,Multi-Family,649127108,0,0,0,0,0,0,0,0,244
74002,4,Not For Profit,4373126,0,0,0,0,0,0,0,0,9
74002,5A,Commercial,907883140,0,0,0,0,0,0,0,0,619
74002,5B,Industrial,5082760,0,0,0,0,0,0,0,0,7
74002,7A,Commercial Incentive,4490193,0,0,0,0,0,0,0,0,1
74002,7B,Commercial Incentive,967428,0,0,0,0,0,0,0,0,1
74002,9,Multi-Family Incentive,24288870,0,0,0,0,0,0,0,0,12
74002,NA,NA,0,0,0,0,0,0,0,0,0,145
74004,1,Vacant,10372172,0,0,0,0,0,0,0,0,39
74004,2,Residential,2444229785,42427448,8814748,3598232,0,32000,0,0,0,17938
74004,3,Multi-Family,1033657641,0,0,0,0,0,0,0,0,121
74004,4,Not For Profit,10438605,0,0,0,0,0,0,0,0,5
74004,5A,Commercial,4490873255,0,0,0,0,0,0,0,0,1479
74004,5B,Industrial,21465554,0,0,0,0,0,0,0,0,9
74004,7A,Commercial Incentive,143229282,0,0,0,0,0,0,0,0,7
74004,NA,NA,0,0,0,0,0,0,0,0,0,277
74007,1,Vacant,1791131,0,0,0,0,0,0,0,0,33
74007,5A,Commercial,66417042,0,0,0,0,0,0,0,0,31
74007,5B,Industrial,71317041,0,0,0,0,0,0,0,0,35
74007,6B,Industrial Incentive,1695901,0,0,0,0,0,0,0,0,1
74007,NA,NA,0,0,0,0,0,0,0,0,0,5
74009,1,Vacant,12479215,0,0,0,0,0,0,0,0,98
74009,2,Residential,357173908,12430641,592000,1500115,197812,6000,0,0,0,3404
74009,3,Multi-Family,71778652,0,0,0,0,0,0,0,0,61
74009,5A,Commercial,150120713,0,0,0,0,0,0,0,0,156
74009,5B,Industrial,7666927,0,0,0,0,0,0,0,0,9
74009,6C,Industrial Brownfield,26495953,0,0,0,0,0,0,0,0,9
74009,9,Multi-Family Incentive,8733683,0,0,0,0,0,0,0,0,28
74009,NA,NA,0,0,0,0,0,0,0,0,0,582
74011,5A,Commercial,11359658,0,0,0,0,0,0,0,0,3
74011,5B,Industrial,200749,0,0,0,0,0,0,0,0,1
74012,1,Vacant,101035,0,0,0,0,0,0,0,0,1
74012,5A,Commercial,22061274,0,0,0,0,0,0,0,0,6
74012,5B,Industrial,2436865,0,0,0,0,0,0,0,0,1
74012,6B,Industrial Incentive,16290284,0,0,0,0,0,0,0,0,10
74012,NA,NA,0,0,0,0,0,0,0,0,0,2
74013,3,Multi-Family,4977868,0,0,0,0,0,0,0,0,4
74013,NA,NA,0,0,0,0,0,0,0,0,0,37
74014,2,Residential,2022717,80000,0,0,0,0,0,0,0,16
74014,5B,Industrial,555500,0,0,0,0,0,0,0,0,1
74014,NA,NA,0,0,0,0,0,0,0,0,0,16
74015,1,Vacant,1093301,0,0,0,0,0,0,0,0,7
74015,2,Residential,310876225,10323104,708464,477645,0,8000,0,7500,0,3789
74015,3,Multi-Family,21333382,0,0,0,0,0,0,0,0,1
74015,5A,Commercial,274003863,0,0,0,0,0,0,0,0,42
74015,5B,Industrial,1259702,0,0,0,0,0,0,0,0,4
74015,NA,NA,0,0,0,0,0,0,0,0,0,54
74016,5A,Commercial,13555473,0,0,0,0,0,0,0,0,2
74017,5A,Commercial,17160833,0,0,0,0,0,0,0,0,2
74019,5A,Commercial,661927,0,0,0,0,0,0,0,0,1
74020,1,Vacant,486602,0,0,0,0,0,0,0,0,4
74020,2,Residential,52813220,980000,96000,215701,0,0,0,0,0,404
74020,3,Multi-Family,14371890,0,0,0,0,0,0,0,0,8
74020,5A,Commercial,31339007,0,0,0,0,0,0,0,0,16
74020,NA,NA,0,0,0,0,0,0,0,0,0,9
74023,1,Vacant,411130,0,0,0,0,0,0,0,0,1
74023,2,Residential,37788204,1300000,104810,200774,0,0,0,0,0,602
74023,3,Multi-Family,120402808,0,0,0,0,0,0,0,0,17
74023,5A,Commercial,60429745,0,0,0,0,0,0,0,0,55
74023,5B,Industrial,2165247,0,0,0,0,0,0,0,0,1
74023,NA,NA,0,0,0,0,0,0,0,0,0,15
74024,1,Vacant,3,0,0,0,0,0,0,0,0,1
74024,2,Residential,37056209,936118,104000,2000,0,2000,0,0,0,316
74024,3,Multi-Family,20426827,0,0,0,0,0,0,0,0,21
74024,5A,Commercial,24454318,0,0,0,0,0,0,0,0,32
74025,1,Vacant,659528,0,0,0,0,0,0,0,0,9
74025,2,Residential,24725099,430000,88000,0,0,0,0,0,0,87
74025,3,Multi-Family,25680965,0,0,0,0,0,0,0,0,4
74025,5A,Commercial,41759263,0,0,0,0,0,0,0,0,12
74025,NA,NA,0,0,0,0,0,0,0,0,0,1
74026,1,Vacant,7268061,0,0,0,0,0,0,0,0,71
74026,2,Residential,1698495972,34248365,5297719,10391977,66710,22000,0,10000,0,6041
74026,3,Multi-Family,109905560,0,0,0,0,0,0,0,0,125
74026,4,Not For Profit,685549,0,0,0,0,0,0,0,0,1
74026,5A,Commercial,372665218,0,0,0,0,0,0,0,0,420
74026,5B,Industrial,2598869,0,0,0,0,0,0,0,0,13
74026,6C,Industrial Brownfield,4540095,0,0,0,0,0,0,0,0,2
74026,NA,NA,0,0,0,0,0,0,0,0,0,438
74027,5A,Commercial,1443572,0,0,0,0,0,0,0,0,8
74028,2,Residential,15240663,372004,48000,430494,0,0,0,0,0,122
74028,3,Multi-Family,6677044,0,0,0,0,0,0,0,0,14
74028,5A,Commercial,12043196,0,0,0,0,0,0,0,0,24
74029,2,Residential,16729762,460000,24000,0,0,2000,0,0,0,208
74029,3,Multi-Family,5826724,0,0,0,0,0,0,0,0,2
74029,5A,Commercial,3547669,0,0,0,0,0,0,0,0,1
74029,NA,NA,0,0,0,0,0,0,0,0,0,6
74030,1,Vacant,16879329,0,0,0,0,0,0,0,0,90
74030,3,Multi-Family,3918469,0,0,0,0,0,0,0,0,3
74030,5A,Commercial,37545697,0,0,0,0,0,0,0,0,41
74030,5B,Industrial,26497630,0,0,0,0,0,0,0,0,26
74030,NA,NA,0,0,0,0,0,0,0,0,0,11
74031,2,Residential,772535,0,0,0,0,0,0,0,0,1
74031,3,Multi-Family,8702125,0,0,0,0,0,0,0,0,1
74031,5A,Commercial,63966151,0,0,0,0,0,0,0,0,19
74032,5A,Commercial,31305036,0,0,0,0,0,0,0,0,14
74033,5A,Commercial,107470017,0,0,0,0,0,0,0,0,4
74034,1,Vacant,15,0,0,0,0,0,0,0,0,5
74034,2,Residential,2424338,0,0,0,0,0,0,0,0,1
74034,5A,Commercial,1958650613,0,0,0,0,0,0,0,0,117
74034,7A,Commercial Incentive,47693118,0,0,0,0,0,0,0,0,8
74034,NA,NA,0,0,0,0,0,0,0,0,0,3
75001,1,Vacant,1638079,0,0,0,0,0,0,0,0,89
75001,2,Residential,1471900471,117543622,26566414,45946753,154895,321263,0,43750,0,20019
75001,3,Multi-Family,332714200,10000,8000,0,0,0,0,0,0,664
75001,5A,Commercial,109440362,0,0,0,0,0,0,0,0,181
75001,5B,Industrial,3338210,0,0,0,0,0,0,0,0,10
75001,9,Multi-Family Incentive,1935719,0,0,0,0,0,0,0,0,6
75001,NA,NA,0,0,0,0,0,0,0,0,0,445
75005,1,Vacant,159968,0,0,0,0,0,0,0,0,3
75005,2,Residential,3600362,210000,24000,42226,0,0,0,0,0,74
75005,3,Multi-Family,11117629,0,0,0,0,0,0,0,0,23
75005,5A,Commercial,43067665,0,0,0,0,0,0,0,0,104
75005,9,Multi-Family Incentive,1597557,0,0,0,0,0,0,0,0,5
75005,NA,NA,0,0,0,0,0,0,0,0,0,26
75006,5A,Commercial,31814,0,0,0,0,0,0,0,0,1
75006,NA,NA,0,0,0,0,0,0,0,0,0,1
75008,2,Residential,610155,30000,8000,0,0,0,0,0,0,5
75008,3,Multi-Family,1499716,0,0,0,0,0,0,0,0,5
75008,5A,Commercial,2323732,0,0,0,0,0,0,0,0,14
