keypin,pin,pins_per_keypin,needs_keypin
13121000090000,13121000090000,1,1
13121000100000,13121000100000,1,0
13121000110000,13121000110000,1,1
13121000120000,13121000120000,1,1
13121000130000,13121000130000,1,1
13121000210000,13121000210000,1,1
13121000220000,13121000220000,1,0
13121000240000,13121000240000,3,0
13121000250000,13121000250000,1,1
13121000240000,13121000260000,3,0
13121000300000,13121000300000,1,1
13121000310000,13121000310000,1,1
13121000320000,13121000320000,1,1
13121000420000,13121000420000,1,0
13121000240000,13121000430000,3,0
13121000440000,13121000440000,1,1
13121210240000,13121210240000,1,1
13121210250000,13121210250000,1,1
13121210260000,13121210260000,1,1
13121210270000,13121210270000,1,1
13121210280000,13121210280000,1,1
13121210540000,13121210540000,1,0
13121210550000,13121210550000,1,0
13122010470000,13122010470000,1,0
13122010480000,13122010480000,1,0
13122010561036,13122010561036,1,1
13122010561037,13122010561037,1,1
13122010561038,13122010561038,1,1
13122030030000,13122030030000,1,1
13122030040000,13122030040000,1,1
13122030090000,13122030090000,1,0
13122030150000,13122030150000,1,0
13122060050000,13122060050000,1,1
13122060060000,13122060060000,2,0
13122060070000,13122060070000,1,1
13122060060000,13122060080000,2,0
13122060110000,13122060110000,2,0
13122060110000,13122060120000,2,0
13122060200000,13122060200000,1,0
13122060210000,13122060210000,1,1
13122070190000,13122070180000,2,0
13122070190000,13122070190000,2,0
13122070210000,13122070210000,1,0
13122070220000,13122070220000,1,0
13122090240000,13122090240000,2,0
13122090240000,13122090250000,2,0
13122090270000,13122090270000,1,0
13122090280000,13122090280000,1,0
13122090290000,13122090290000,2,0
13122090290000,13122090300000,2,0
13122090310000,13122090310000,1,1
13122090320000,13122090320000,1,1
13122090330000,13122090330000,2,0
13122090330000,13122090340000,2,0
13122090350000,13122090350000,1,0
13122090360000,13122090360000,1,0
13122090370000,13122090370000,1,1
13122090460000,13122090460000,2,0
13122090460000,13122090470000,2,0
13122110400000,13122110400000,1,1
13122160010000,13122160010000,3,0
13122160010000,13122160020000,3,0
13122160010000,13122160030000,3,0
13122160040000,13122160040000,1,1
13122160050000,13122160050000,2,0
13122160050000,13122160060000,2,0
13122160090000,13122160090000,2,0
13122160090000,13122160100000,2,0
13122160130000,13122160130000,1,0
13122160140000,13122160140000,1,0
13122160150000,13122160150000,2,0
13122160150000,13122160160000,2,0
13122160170000,13122160170000,1,0
13122160370000,13122160370000,1,0
13122210120000,13122210120000,2,0
13122210120000,13122210130000,2,0
13122210140000,13122210140000,2,0
13122210140000,13122210150000,2,0
13122210160000,13122210160000,2,0
13122210160000,13122210170000,2,0
13122210180000,13122210180000,2,0
13122210180000,13122210190000,2,0
13122210200000,13122210200000,2,0
13122210200000,13122210210000,2,0
13122240310000,13122240310000,1,0
13122240370000,13122240370000,1,0
13122240380000,13122240380000,1,0
13122250010000,13122250010000,3,0
13122250010000,13122250020000,3,0
13122250010000,13122250030000,3,0
13122250060000,13122250060000,1,1
13122250141016,13122250141016,1,1
13122250141017,13122250141017,1,1
13122250141018,13122250141018,1,1
13122250141019,13122250141019,1,1
13122260060000,13122260060000,2,0
13122260060000,13122260070000,2,0
13122260150000,13122260150000,1,0
13122290170000,13122290160000,6,0
13122290170000,13122290170000,6,0
13122290170000,13122290180000,6,0
13122290170000,13122290190000,6,0
13122290170000,13122290200000,6,0
13122290170000,13122290210000,6,0
13122290271013,13122290271013,1,1
13122290271014,13122290271014,1,1
13122290271015,13122290271015,1,1
13122290271016,13122290271016,1,1
13122300030000,13122300030000,5,0
13122300030000,13122300040000,5,0
13122300030000,13122300050000,5,0
13122300030000,13122300570000,5,0
13122300030000,13122300650000,5,0
13122320190000,13122320190000,2,0
13122320200000,13122320200000,1,1
13122320210000,13122320210000,1,1
13122320190000,13122320220000,2,0
13122320330000,13122320330000,1,0
13122330010000,13122330010000,4,0
13122330010000,13122330020000,4,0
13122330010000,13122330030000,4,0
13122330010000,13122330040000,4,0
13122330250000,13122330250000,1,0
13122330320000,13122330320000,1,0
13122330371001,13122330371001,1,1
13122330371002,13122330371002,1,1
13122330371003,13122330371003,1,1
13122330371004,13122330371004,1,1
13122330371005,13122330371005,1,1
13122330371006,13122330371006,1,1
13122340040000,13122340040000,1,0
13122340080000,13122340080000,1,0
13123000100000,13123000100000,2,0
13123000110000,13123000110000,1,1
13123000120000,13123000120000,1,1
13123000130000,13123000130000,1,1
13123000100000,13123000140000,2,0
13123030040000,13123030040000,1,1
13123030050000,13123030050000,1,1
13123030060000,13123030060000,1,1
13123030070000,13123030070000,1,0
13123030080000,13123030080000,1,1
13123030090000,13123030090000,1,1
13123030100000,13123030100000,1,1
13123030110000,13123030110000,1,1
13123060100000,13123060100000,1,1
13123060110000,13123060110000,1,1
13123060120000,13123060120000,1,1
13123090030000,13123090030000,1,0
13123090040000,13123090040000,1,0
13123090080000,13123090080000,1,0
13123120010000,13123120010000,4,0
13123120180000,13123120180000,1,1
13123120010000,13123120250000,4,0
13123120010000,13123120260000,4,0
13123120300000,13123120270000,2,0
13123120280000,13123120280000,1,1
13123120010000,13123120290000,4,0
13123120300000,13123120300000,2,0
13123130270000,13123130270000,1,1
13123130280000,13123130280000,1,1
13123130290000,13123130290000,1,1
13123130300000,13123130300000,1,0
13123150160000,13123150160000,1,0
13123150170000,13123150170000,1,1
13123150180000,13123150180000,1,0
13123150190000,13123150190000,1,0
13123150200000,13123150200000,1,1
13123150210000,13123150210000,1,1
13123150230000,13123150230000,1,0
13123150290000,13123150290000,1,0
13123150300000,13123150300000,1,0
13123200250000,13123200250000,1,0
13124000260000,13124000260000,1,1
13124000610000,13124000610000,3,0
13124000610000,13124000630000,3,0
13124000610000,13124000640000,3,0
13124010070000,13124010070000,1,1
13124010480000,13124010480000,1,0
13124010500000,13124010500000,1,0
13124010540000,13124010540000,1,0
13124020740000,13124020740000,1,0
13124020750000,13124020750000,1,0
13124020780000,13124020780000,2,0
13124020780000,13124020790000,2,0
13124020891001,13124020891001,1,1
13124020891005,13124020891005,1,1
13124030040000,13124030040000,1,0
13124030470000,13124030470000,1,0
13124030480000,13124030480000,1,1
13124030490000,13124030490000,1,1
13124030520000,13124030520000,1,0
13124030530000,13124030530000,1,0
13124030561001,13124030561001,1,1
13124050150000,13124050150000,1,1
13124060310000,13124060300000,2,0
13124060310000,13124060310000,2,0
13124060340000,13124060340000,2,0
13124060350000,13124060350000,1,1
13124060340000,13124060360000,2,0
13124060480000,13124060480000,1,0
13124070100000,13124070100000,1,1
13124070611019,13124070611019,1,1
13124070611020,13124070611020,1,1
13124100350000,13124100350000,1,0
13124100400000,13124100400000,1,0
13124100410000,13124100410000,1,0
13124110090000,13124110090000,1,0
13124110260000,13124110260000,1,1
13124110270000,13124110270000,1,1
13124110280000,13124110280000,2,0
13124110650000,13124110650000,1,0
13124110670000,13124110670000,2,0
13124110670000,13124110680000,2,0
13124110690000,13124110690000,1,1
13124110280000,13124110700000,2,0
13124110751001,13124110751001,1,1
13124110761001,13124110761001,1,1
13124110771001,13124110771001,1,1
13124110781001,13124110781001,1,1
13124110791001,13124110791001,1,1
13124150500000,13124150500000,1,0
13124150561001,13124150561001,1,1
13124150561002,13124150561002,1,1
13124150620000,13124150620000,1,0
13124150630000,13124150630000,1,0
13124190630000,13124190630000,1,0
13124190640000,13124190640000,1,1
13124190650000,13124190650000,1,1
13124190720000,13124190720000,2,0
13124190720000,13124190730000,2,0
13124210190000,13124210190000,1,0
13124210200000,13124210200000,1,0
13124210210000,13124210210000,1,0
13124230130000,13124230130000,4,0
13124230150000,13124230150000,1,0
13124230130000,13124230180000,4,0
13124230130000,13124230190000,4,0
13124230130000,13124240090000,4,0
13124240100000,13124240100000,1,0
13124240120000,13124240120000,1,0
13124250280000,13124250280000,13,0
13124250320000,13124250320000,1,1
13124250330000,13124250330000,1,1
13124250340000,13124250340000,1,1
13124250350000,13124250350000,1,1
13124250360000,13124250360000,1,0
13124250370000,13124250370000,1,1
13124250380000,13124250380000,1,1
13124250390000,13124250390000,1,1
13124250400000,13124250400000,1,1
13124250420000,13124250420000,1,0
13124250280000,13124250430000,13,0
13124250280000,13124250440000,13,0
13124250280000,13124250450000,13,0
13124250280000,13124250460000,13,0
13124250280000,13124250470000,13,0
13124250280000,13124250480000,13,0
13124250280000,13124250490000,13,0
13124250280000,13124250500000,13,0
13124250510000,13124250510000,1,0
13124250280000,13124250520000,13,0
13124250280000,13124250530000,13,0
13124250280000,13124250540000,13,0
13124250280000,13124250550000,13,0
13131000010000,13131000010000,1,0
13131000030000,13131000030000,1,0
13131000040000,13131000040000,2,0
13131000050000,13131000050000,1,1
13131000060000,13131000060000,1,1
13131000040000,13131000070000,2,0
13131000080000,13131000080000,1,1
13131000090000,13131000090000,1,1
13131000100000,13131000100000,1,1
13131000110000,13131000110000,1,1
13131000120000,13131000120000,1,1
13131000160000,13131000160000,1,1
13131000310000,13131000310000,1,0
13131010321001,13131010321001,1,1
13131010321002,13131010321002,1,1
13131010331001,13131010331001,1,1
13131010331004,13131010331004,1,1
13131010331007,13131010331007,1,1
13131010331010,13131010331010,1,1
13131020030000,13131020030000,1,0
13131020040000,13131020040000,3,0
13131020040000,13131020050000,3,0
13131020040000,13131020060000,3,0
13131020310000,13131020310000,1,0
13131030020000,13131030020000,1,0
13131040010000,13131040010000,1,0
13131040390000,13131040390000,1,0
13131050020000,13131050020000,1,1
13131050030000,13131050030000,1,1
13131050040000,13131050040000,1,1
13131050050000,13131050050000,1,1
13131050060000,13131050060000,1,1
13131050070000,13131050070000,1,1
13131050080000,13131050080000,1,1
13131050090000,13131050090000,1,1
13131070020000,13131070020000,1,0
13131070030000,13131070030000,1,1
13131070040000,13131070040000,1,0
13131090130000,13131090130000,1,0
13131120010000,13131120010000,1,0
13131120020000,13131120020000,1,0
13131170030000,13131170030000,1,0
13131170040000,13131170040000,1,0
13131170060000,13131170060000,1,0
13131170070000,13131170070000,1,1
13131170080000,13131170080000,1,1
13131170100000,13131170100000,1,1
13131170110000,13131170110000,1,1
13131170120000,13131170120000,1,1
13131170300000,13131170300000,1,1
13131170310000,13131170310000,1,1
13131250110000,13131250110000,1,0
13131260330000,13131260330000,1,0
13131260340000,13131260340000,1,0
13131270300000,13131270290000,2,0
13131270300000,13131270300000,2,0
13131270310000,13131270310000,1,0
13131280280000,13131280280000,1,1
13131280350000,13131280350000,1,0
13131280360000,13131280360000,1,0
13131290401001,13131290401001,1,1
13131290401002,13131290401002,1,1
13131290401003,13131290401003,1,1
13131300280000,13131300280000,1,1
13131300290000,13131300290000,1,1
13131300300000,13131300300000,1,0
13131300350000,13131300350000,1,0
13132000010000,13132000010000,2,0
13132000010000,13132000020000,2,0
13132000100000,13132000100000,1,0
13132000120000,13132000120000,2,0
13132000130000,13132000130000,1,1
13132000120000,13132000140000,2,0
13132000170000,13132000170000,2,0
13132000170000,13132000180000,2,0
13132000431015,13132000431015,1,1
13132000431016,13132000431016,1,1
13132000431017,13132000431017,1,1
13132000431018,13132000431018,1,1
13132000431019,13132000431019,1,1
13132000431022,13132000431022,1,1
13132000431023,13132000431023,1,1
13132020040000,13132020040000,1,1
13132020410000,13132020410000,1,0
13132030020000,13132030020000,1,0
13132030370000,13132030370000,1,0
13132040010000,13132040010000,1,0
13132040030000,13132040030000,2,0
13132040030000,13132040040000,2,0
13132040350000,13132040340000,2,0
13132040350000,13132040350000,2,0
13132050020000,13132050020000,3,0
13132050020000,13132050030000,3,0
13132050020000,13132050040000,3,0
13132050380000,13132050380000,1,0
13132060380000,13132060380000,1,0
13132070170000,13132070170000,1,0
13132070180000,13132070180000,1,0
13132070190000,13132070190000,2,0
13132070190000,13132070200000,2,0
13132070210000,13132070210000,2,0
13132070210000,13132070220000,2,0
13132070230000,13132070230000,1,1
13132070240000,13132070240000,1,1
13132070250000,13132070250000,1,1
13132070421009,13132070421009,1,1
13132070421037,13132070421037,1,1
13132070421038,13132070421038,1,1
13132070421039,13132070421039,1,1
13132070421044,13132070421044,1,1
13132070421052,13132070421052,1,1
13132070421068,13132070421068,1,1
13132070421069,13132070421069,1,1
13132070421070,13132070421070,1,1
13132070421075,13132070421075,1,1
13132070421076,13132070421076,1,1
13132070430000,13132070430000,1,0
13132070440000,13132070440000,1,0
13132100040000,13132100040000,1,0
13132100411017,13132100411017,1,1
13132100411018,13132100411018,1,1
13132100411019,13132100411019,1,1
13132110170000,13132110170000,1,0
13132110320000,13132110320000,1,1
13132110330000,13132110330000,1,0
13132140280000,13132140280000,2,0
13132140280000,13132140290000,2,0
13132260390000,13132260390000,1,0
13132290280000,13132290280000,1,0
13132290310000,13132290310000,1,1
13132290331001,13132290331001,1,1
13132290331002,13132290331002,1,1
13132310360000,13132310360000,1,0
13132320350000,13132320350000,1,1
13132330330000,13132330330000,1,0
13132330351001,13132330351001,1,1
13132330351002,13132330351002,1,1
13132330360000,13132330360000,1,0
13132340150000,13132340150000,5,0
13132340150000,13132340160000,5,0
13132340150000,13132340170000,5,0
13132340150000,13132340180000,5,0
13132340150000,13132340190000,5,0
13132340200000,13132340200000,1,0
13132340310000,13132340310000,1,0
13132340340000,13132340340000,1,0
13132340360000,13132340360000,1,0
13133000450000,13133000010000,5,0
13133000450000,13133000020000,5,0
13133000030000,13133000030000,1,1
13133000040000,13133000040000,1,1
13133000050000,13133000050000,1,1
13133000120000,13133000120000,1,1
13133000130000,13133000130000,1,1
13133000450000,13133000410000,5,0
13133000450000,13133000420000,5,0
13133000450000,13133000450000,5,0
13133030030000,13133030030000,1,0
13133030040000,13133030040000,1,1
13133030200000,13133030200000,1,0
13133030340000,13133030340000,1,0
13133030350000,13133030350000,1,0
13133030371001,13133030371001,1,1
13133030371002,13133030371002,1,1
13133040010000,13133040010000,2,0
13133040010000,13133040020000,2,0
13133040330000,13133040330000,1,0
13133050010000,13133050010000,1,0
13133050120000,13133050120000,1,1
13133060010000,13133060010000,1,0
13133060020000,13133060020000,1,0
13133060030000,13133060030000,1,0
13133060040000,13133060040000,1,1
13133060050000,13133060050000,1,1
13133060330000,13133060330000,1,0
13133070010000,13133070010000,1,1
13133070020000,13133070020000,1,1
13133070030000,13133070030000,1,1
13133070270000,13133070270000,2,0
13133070270000,13133070360000,2,0
13133070380000,13133070380000,1,0
13133070400000,13133070400000,1,0
13133070410000,13133070410000,1,1
13133070420000,13133070420000,1,1
13133070430000,13133070430000,1,1
